25.0,3.15,0.0,0,1,1,0,0,1,0,0,0,0
21.0,2.47,552.72,0,1,1,0,1,0,0,0,0,0
24.0,3.0,222.54,1,0,1,0,1,0,0,0,0,0
43.0,3.54,541.3,0,1,1,0,1,0,0,0,0,0
43.0,2.28,0.0,1,0,1,0,1,0,0,0,0,0
37.0,5.7,568.77,0,1,1,0,1,0,0,0,0,0
27.0,3.5,344.47,1,0,1,0,1,0,0,0,0,0
28.0,4.6,405.35,0,1,1,0,1,0,0,0,0,0
26.0,3.0,310.94,0,1,1,0,1,0,0,0,0,0
23.0,2.59,53.65,1,0,1,0,1,0,0,0,0,0
30.0,1.51,63.92,1,0,1,0,1,0,0,0,0,0
30.0,1.85,165.85,1,0,1,0,1,0,0,0,0,0
38.0,2.6,9.58,1,0,1,0,1,0,0,0,0,0
28.0,1.8,0.0,1,0,0,1,1,0,0,0,0,0
36.0,2.0,319.49,1,0,1,0,1,0,0,0,0,0
38.0,3.26,0.0,1,0,1,0,1,0,0,0,0,0
26.0,2.35,83.08,1,0,1,0,1,0,0,0,0,0
28.0,7.0,644.83,0,1,1,0,1,0,0,0,0,0
50.0,3.6,0.0,1,0,1,0,1,0,0,0,0,0
24.0,2.0,93.2,1,0,1,0,1,0,0,0,0,0
21.0,1.7,105.04,1,0,1,0,1,0,0,0,0,0
24.0,2.8,34.13,1,0,1,0,1,0,0,0,0,0
26.0,2.4,41.19,1,0,1,0,1,0,0,0,0,0
33.0,3.0,169.89,1,0,1,0,0,1,0,0,0,0
34.0,4.8,1898.03,1,0,1,0,1,0,0,0,0,0
33.0,3.18,810.39,1,0,1,0,1,0,0,0,0,0
45.0,1.8,0.0,1,0,1,0,1,0,0,0,0,0
21.0,1.5,32.78,1,0,1,0,1,0,0,0,0,0
25.0,3.0,95.8,1,0,1,0,0,0,1,0,0,0
27.0,2.28,27.78,1,0,1,0,1,0,0,0,0,0
26.0,2.8,215.07,1,0,1,0,1,0,0,0,0,0
22.0,2.7,79.51,1,0,1,0,1,0,0,0,0,0
27.0,4.9,0.0,0,1,1,0,0,0,0,1,0,0
26.0,2.5,0.0,1,0,0,1,1,0,0,0,0,0
41.0,6.0,306.03,1,0,0,1,1,0,0,0,0,0
42.0,3.9,104.54,1,0,1,0,1,0,0,0,0,0
22.0,5.1,0.0,1,0,1,0,1,0,0,0,0,0
25.0,3.07,642.47,1,0,1,0,1,0,0,0,0,0
31.0,2.46,308.05,0,1,1,0,1,0,0,0,0,0
27.0,2.0,186.35,1,0,1,0,1,0,0,0,0,0
33.0,3.25,56.15,1,0,1,0,1,0,0,0,0,0
37.0,2.72,129.37,1,0,1,0,1,0,0,0,0,0
27.0,2.2,93.11,1,0,1,0,1,0,0,0,0,0
24.0,4.1,0.0,1,0,1,0,0,1,0,0,0,0
24.0,3.75,292.66,1,0,1,0,1,0,0,0,0,0
25.0,2.88,98.46,1,0,1,0,1,0,0,0,0,0
36.0,3.05,258.55,1,0,1,0,1,0,0,0,0,0
33.0,2.55,101.68,1,0,1,0,1,0,0,0,0,0
33.0,4.0,0.0,1,0,1,0,1,0,0,0,0,0
55.0,2.64,65.25,0,1,1,0,0,1,0,0,0,0
20.0,1.65,108.61,1,0,1,0,1,0,0,0,0,0
29.0,2.4,49.56,1,0,1,0,1,0,0,0,0,0
40.0,3.71,0.0,1,0,1,0,0,0,0,1,0,0
41.0,7.24,235.57,0,1,1,0,1,0,0,0,0,0
41.0,4.39,0.0,0,1,1,0,1,0,0,0,0,0
35.0,3.3,0.0,0,1,1,0,1,0,0,0,0,0
24.0,2.3,0.0,1,0,1,0,1,0,0,0,0,0
54.0,4.18,0.0,1,0,1,0,0,1,0,0,0,0
34.0,2.49,0.0,1,0,1,0,0,0,1,0,0,0
45.0,2.81,0.0,0,1,1,0,1,0,0,0,0,0
43.0,2.4,68.38,1,0,1,0,1,0,0,0,0,0
35.0,1.5,0.0,1,0,1,0,0,0,0,0,1,0
36.0,8.4,0.0,1,0,1,0,0,0,1,0,0,0
22.0,1.56,0.0,1,0,1,0,1,0,0,0,0,0
33.0,6.0,474.15,0,1,1,0,0,1,0,0,0,0
25.0,3.6,234.05,1,0,1,0,0,1,0,0,0,0
26.0,5.0,451.2,0,1,1,0,1,0,0,0,0,0
46.0,5.5,251.52,0,1,1,0,1,0,0,0,0,0
