dataset,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda
11,0.6957571766806553,,0.0262442018835541,0.0276389812579402,0.4815656627539393,3.789417176225935,15203.022675954186,100845.1555200891,206.6962591250781,1371.067874175915,1381.873914393928,205.8210023187221,1365.2620773321396,26.15909090909091,173.51977880450292,20.34259763157993,9.736272091222387,0.9382776752820944,20.082490909090907,133.2121744023557,244.4090909090909,1614.5932502139242,207.59458281444572,1376.718156368234,209.5,1389.6657871589125,162.1590909090909,1075.641721781171,0.0,1.0,0.0,43.0,0.4840780489026365,82.25,538.9515284327525,0.9382776752820944,18.788232656582394,123.26951937911912,17.078732283761305,4.539713748101,1.2997127784696332,0.4872993450002378,0.0751350078850143,208.9554794520548,1386.0538464625663,15203.022675954177,100845.15234015456,0.5159219510973634
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051511758118701,,3.0,87.0,,,,,,,,,,0.470408285323699,0.0990797751704338,16521.745563909768,149363.0559304085,,,
13,0.7883461305097026,,0.0656163077051007,0.1067693243017879,0.0071550359274144,0.0171873085189151,0.0939775910364146,0.0982519049296208,0.0,0.0,0.5889581373332303,0.0,0.0,0.0833333333333333,0.2823298512866399,5.429639683875794,2.2701208196570017,1.6419354838709648,0.0,0.0,1.0,0.0,0.125,0.1299386700371159,0.0416666666666666,0.2041241452319315,0.0,0.0,0.0253623188405797,1.0,0.0,22.0,0.6214896214896211,1.0,0.0,1.6419354838709648,0.3026444872121321,0.0498753792691188,,2.586002775561545,0.8526834837618217,0.495798319327731,0.0,0.0416666666666666,0.1720156155140466,0.0939775910364145,0.0368886076138323,0.3785103785103789
14,0.7342591218996328,,0.0623225778464395,0.1023180076577913,0.0063971778857275,0.0154453319022659,0.0895766828591256,0.0898797392084443,0.0,0.0,0.4502822212145405,0.0,0.0,0.08,0.2768874620972691,5.8749570115758125,2.1202638226337567,1.1698396793587205,0.0,0.0,1.0,0.0,0.12,0.1319008796670172,0.04,0.2,0.0,0.0,0.0233333333333333,1.0,0.0,23.0,0.5391364580928198,1.0,0.0,1.1698396793587205,0.2959080344283457,0.0458157316945486,,2.6688982572514544,0.8583293562256499,0.4961832061068702,0.0,0.04,0.1757424725746928,0.0895766828591256,0.0333345663661958,0.4608635419071801
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144927536231884,,4.0,15.0,,,,,,,,,,0.4177478287450638,0.1851116068646882,48.76793897311828,214.18708575464044,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015667283862697,,3.0,110.0,,,,,,,,,,0.483248291133147,0.0715386240032054,0.7554842975084771,7.323859906351803,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008984725965858,,3.0,96.0,,,,,,,,,,0.4854951552566487,0.0751849156062997,0.8347318752068853,7.7594011289728035,,,
18,0.259834141800442,,0.2672309614463077,0.3030994022580576,0.120596635988575,0.0834331002014275,12.121866074262146,23.91038654881868,17.30105545088019,34.60211090176038,6.199159745932968,17.205796491118708,34.411592982237416,2.5,3.696845502136472,0.9848679025775936,3.702500649385093,0.0724019078108468,1.4826,2.9652000000000003,21.0,40.0,17.641304347826086,34.61674902658397,17.75,34.83652297996075,13.25,26.5,0.1666666666666666,1.0,0.0,2.0,0.0675137812451722,7.75,13.5,0.0724019078108468,2.0321564407067374,3.2643950485516235,,0.6853920697624951,1.6788169202607672,0.38617700729927,0.2203467153284671,17.78571428571429,35.00156702031426,12.12186607426214,23.90868476332644,0.9324862187548276
19,0.7308303910134358,,0.0625,0.1105308924658641,0.0081699346405228,0.0236654977871366,0.1307189542483658,0.11717120494899,0.0,0.0,0.7357078546962008,0.0,0.0,0.1176470588235294,0.3321055820775357,2.728460294117648,2.814811215875804,1.146443514644359,0.0872117647058823,0.2461898679940772,1.0,0.0,0.1764705882352941,0.1300452409966714,0.0588235294117647,0.1660527910387678,0.0,0.0,0.0073529411764705,1.0,0.0,15.0,0.5341130604288515,1.0,0.0,1.146443514644359,0.3547192289150161,0.0721044334052794,,1.9797323564783196,0.9112532679679964,0.494949494949495,5.721958498152797e-17,0.0588235294117647,0.1660527910387678,0.130718954248366,0.0560663601828204,0.4658869395711484
20,0.6031957567069356,,0.132622268410484,0.1848745368314361,5.27750836790987,25.205400809471296,6664.977215066042,24011.624245906845,2.6347294853602508,8.618638028475266,258.95893925549785,2.5511786955132547,8.383066383023094,20.57,69.84227489493739,22.358032373070102,32.94001353414336,0.5719442432466987,10.044044769230767,33.2865912752934,151.77153846153846,524.8970599372501,17.49787692307692,52.27495851863736,9.099615384615385,23.283466993908156,1.6538461538461535,5.527901257049759,0.0384615384615384,1.0,0.0,11.0,0.3638451209092526,150.1176923076923,525.2670710244114,0.5719442432466987,23.564279062413352,81.35627694250752,,2.837792615227978,4.080009565105387,0.3832611352438316,0.2123068802234588,10.912641025641024,29.416504533535416,6664.977215066042,24011.4469300743,0.6361548790907474
21,1.0,,0.0608539315216849,0.0796058529418053,0.0251457486220294,0.136985446625658,3.207738248847927,18.73381390312355,0.0,0.0,4.121375795175277,0.0,0.0,0.4342857142857143,2.4012181782369963,21.44732800352839,7.764591631924095,inf,0.2329799999999999,1.3783282678665485,2.1142857142857143,6.59220318688243,0.4708755760368663,2.440311071974313,0.3771428571428571,2.064131453048033,0.0,0.0,0.0050420168067226,1.0,1.0,33.0,1.0,2.1142857142857143,6.59220318688243,inf,0.4945703274881105,1.746507821512673,,4.563607606028366,1.395390953461778,0.4696649029982363,0.0808635243721728,0.4022556390977443,2.246369905175625,3.2077382488479262,18.715714812344203,0.0
22,0.945760031150259,,0.0473313444674405,0.0899622714363165,3.208207673235578,94.03039166854626,156.9128082950619,1232.944072284651,30.960742286706584,233.09925440446503,107.96863762461356,30.43230521189739,232.9070949240344,4.452794520547946,22.947812993688597,61.059793576325205,36.30406569380538,8.475263374796794,2.7117972575342466,15.000987441426064,37.77198630136986,237.2887967557496,31.879153509391323,233.30988119300264,32.0465205479452,233.66543390403,28.378219178082198,231.7206402794253,0.0083713850837138,1.0,1.0,64.0,0.8944620365213388,9.393767123287672,43.01824769292696,8.475263374796794,2.576847567503353,12.343410600594598,,7.110163007929234,3.455847972417283,0.4495449093769015,0.1401118381573652,31.712018574413744,233.27736761081457,156.9128082950619,934.98671987121,0.1055379634786611
23,0.9614650185613464,,0.0531565784066647,0.0907786478122398,3.8150353782777815,122.33181517891934,190.45999260105145,1570.8817766314396,3.4053282871118027,20.91240486590564,154.5628314400314,2.849306109224056,17.473205272912498,4.614643012820513,24.014690818020394,52.173235371668646,36.69128689322175,12.230135089789249,2.5149067333115385,15.148868785380651,10.26346153846154,51.934774072792585,4.500798224637682,24.81380039409497,4.887554942307692,28.774477970439904,1.1849999999999998,7.284779854770325,0.0073260073260073,1.0,1.0,69.0,0.9244149819171704,9.07846153846154,44.9561053183503,12.230135089789249,2.727713966584481,13.616036377689312,,6.45613148158521,3.4667563508048485,0.457762426661329,0.128230496118934,4.290841763965202,23.89535470776565,190.4599926010515,1140.0207517211938,0.0755850180828297
24,0.1724674180968123,,0.0866022801533631,0.1072982825690603,0.0115300542264408,0.0233574328551357,0.1329331427406495,0.1378761825667036,0.0,0.0,0.1937486062396079,0.0,0.0,0.238095238095238,0.4364357804719847,4.2670914743046655,7.296660698989474,0.0306569001148145,0.0,0.0,1.0,0.0,0.1904761904761904,0.1500003117330945,0.0476190476190476,0.2182178902359924,0.0,0.0,0.0142857142857142,1.0,0.0,16.0,0.0297450103049806,1.0,0.0,0.0306569001148145,0.352511654602207,0.0954049784643184,,2.104771951348772,1.3868133388626138,0.4993718592964825,1.137640067256873e-16,0.0929515856446962,0.1803552661817415,0.1329331427406495,0.0693948878891059,0.9702549896950192
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,24.0,,,,,,,,,,0.4432267884322679,0.1596894465343882,20.38888888888889,58.76703244646697,,,
26,0.9999999999999992,,0.046620625929868,0.1200932260564024,17189916.429998018,317405070.9583686,402898024.9445642,3547865300.538821,1153.668977787692,4738.327580940763,290351.17030044924,458.8991085000505,1880.457650127531,3382.783950617284,13884.390355930798,53.081886364557306,17.53623683050099,750599937895081.6,1586.802985185185,6475.603444373422,23473.23456790124,95398.9436417238,3167.9006817763043,12979.45060502086,1268.0987654320988,5162.564773455482,81.44444444444444,339.3199817281617,0.0212962962962962,1.0,0.0,81.0,0.9999999999999988,23391.79012345679,95071.01856384995,750599937895081.6,4789.486618089431,19613.98298193671,,7.12321652410678,1.76977751635631,0.408578838484365,0.1846220017075538,1638.446251129178,6739.298066060522,402898024.9445646,2098930104.6463275,1.3322676295501906e-15
27,0.9367769320431424,,0.0714285714285714,0.0771516749810459,0.0083982683982683,0.0091716156146106,0.1175757575757575,0.0485281192194623,0.0,0.0,0.7302967433402214,0.0,0.0,0.0,0.0,2.48599722627146,0.4862596771879811,7.166666666666613,0.0,0.0,1.0,0.0,0.1333333333333333,0.0092213889195414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.8775510204081625,1.0,0.0,7.166666666666613,0.3427568515000639,0.0100088349643549,,2.104412497544596,0.1138679706620039,0.490909090909091,1.1491900087240784e-16,0.0,0.0,0.1175757575757575,0.0068741262854763,0.1224489795918375
28,0.5064177985873888,,0.0807168130738377,,0.2356854838709675,,10.706456451612905,14.57106090902838,19.053151029257123,23.08644341787334,2.977511415172397,18.891209164376843,22.930832970827744,3.56375,3.798931181924727,1.2386707864108129,2.123191111222514,0.3449157237431685,2.505594,2.7466940661223997,25.53,28.94895162177725,19.2225,23.24083213064885,19.3,23.617366491630687,15.045,18.32113670054345,0.0,1.0,1.0,1.0,0.256458986726097,10.485,10.62781492123381,0.3449157237431685,2.6102070959604946,2.790439165368198,,0.9878089940443316,0.7351480372704098,0.0205837173579109,0.0225926590609526,19.0145,23.101885648145696,10.706456451612905,14.567248220580304,0.7435410132739029
29,0.8313220404157294,,0.1644781435351661,0.2128289491813008,0.028580981542654,0.0426231413394478,0.1778587266392144,0.2510334385874806,0.0,0.0,0.8733449956812493,0.0,0.0,0.5454545454545454,0.5096471914376255,1.0897360856078917,3.959674741343484,2.2372552122833342,0.0,0.0,1.0,0.0,0.5,0.2828656175005686,0.5,0.511766315719159,0.0,0.0,0.0649350649350649,1.0,0.0,10.0,0.6910963348809717,1.0,0.0,2.2372552122833342,0.411686164377296,0.0936587095559849,,2.018587317500285e-17,1.7910659465336412,0.4878048780487806,1.136349493877995e-16,0.5,0.3807498052542948,0.1778587266392144,0.0724672778732661,0.3089036651190283
30,0.6941641011195796,,0.0588235294117648,0.149280178601937,0.0109751502940357,0.0327383598887678,0.1865775549986074,0.1506759556259465,0.0,0.0,0.804018631845732,0.0,0.0,0.2777777777777778,0.4102446265276014,-0.4664192708333334,0.9251742536962618,0.9299944659656882,0.1647333333333333,0.3171226780619394,1.0,0.0,0.2777777777777778,0.1239333575926312,0.1111111111111111,0.2138963159732493,0.0,0.0,0.0130718954248366,1.0,0.0,14.0,0.4818637992831539,1.0,0.0,0.9299944659656882,0.4300963350505193,0.0410914019523364,,1.085848758121435,0.6136625492597685,0.4987468671679197,0.0,0.1296296296296296,0.2065555959877187,0.1865775549986076,0.0369968021136598,0.5181362007168461
31,0.2944374781433743,,0.2925787475201191,0.2990959451656989,0.5461749644381223,0.6761953349651898,11.915784935988622,24.572827305831957,3.3848871581869924,4.316941755849389,3.4785802010511246,2.812941836363705,3.3411314005768573,3.66,5.81188437600061,-0.9470708161831544,1.2217875961197942,0.0949225936219962,2.7205710000000005,4.303021422408329,7.779999999999999,10.044500983125044,4.166473684210526,5.148972639102595,3.895000000000001,4.736045291168572,1.36,1.4656056768449008,0.1,1.0,1.0,2.0,0.08669342853543,6.42,9.0847124335336,0.0949225936219962,2.1075670812432525,3.056539287750203,,0.1755008583072528,0.4778044978609816,0.2322639522639522,0.2323143471627394,4.0216666666666665,4.963596121597055,11.915784935988622,24.500504602022307,0.91330657146457
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0549450549450549,,1.0,9.0,,,,,,,,,,0.3687579900509377,0.2105006134321793,1662.117083946981,6202.301759277279,,,
33,1.0,,0.0306535444778278,0.0557475986066898,5.8178470262221245,256.8495944235544,4424.316802268358,31545.859795314525,88.57734593398352,575.3004017635913,247.4896148786692,85.12612371392656,571.5158343904867,14.00609756097561,87.76843283246492,60.73803133358386,19.42659155763361,inf,10.134113414634148,64.68285902544713,131.0487804878049,835.3442980930191,90.39222148978244,578.9640916687791,88.86585365853658,570.2559207197493,69.79268292682927,466.6796489676984,0.002710027100271,1.0,1.0,80.0,1.0,61.25609756097561,407.7835849109849,inf,10.43522231701822,66.09614030978805,,7.548235690316992,2.190131996887439,0.4579455581905363,0.1130915275761438,89.65906680805938,573.6152371688156,4424.316802268353,31459.981613374945,0.0
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.591174309547477e-05,,1.0,1359.0,,,,,,,,,,0.4941872866769166,0.0515654130527436,6.609120935550025,129.8910922718833,,,
35,0.7471056568616569,,0.0909090909090909,0.1517189771210182,0.0170775552131484,0.0303417540382393,0.1878531073446326,0.1227462374568607,0.0,0.0,0.7807220459986879,0.0,0.0,0.3333333333333333,0.417423554968361,-0.5759239969135803,0.7095405730063971,1.2632978723404211,0.0,0.0,1.0,0.0,0.25,0.055048188256318,0.0,0.0,0.0,0.0,0.0454545454545454,1.0,0.0,9.0,0.5581668625146877,1.0,0.0,1.2632978723404211,0.4324744609334812,0.0298897608176988,,1.157133910593187,0.3200349054029648,0.4915254237288134,1.7393851954331303e-16,0.0833333333333333,0.0917469804271967,0.1878531073446327,0.0262077368886844,0.4418331374853123
36,0.4560194458372246,,0.108052759059332,0.1526564793971059,8.925924355393693,144.02275531576285,170.19580736212887,1312.785985740961,4.834098605278233,16.560567496265815,47.2491195984882,2.3500486457244163,7.813575604561437,6.976190476190476,21.52168422092168,14.590247776868887,39.78953965981488,0.2625525100820745,5.036133333333334,16.10029191397353,14.857142857142858,43.04043752882644,7.1066039584558105,21.888979724396982,7.007936507936508,21.868096526065617,0.1111111111111111,0.3167939755409943,0.0348182283666154,1.0,0.0,37.0,0.2079537349816894,14.746031746031743,42.78074945955898,0.2625525100820745,4.237496149714278,12.437640792412385,,1.9398823089877453,3.564211119138496,0.4014498852446789,0.1890877031252451,7.035309361839975,21.975933428863783,170.195807362129,642.0871514218575,0.7920462650183105
37,0.5434984089183318,,0.3769009133839514,0.2631244530471162,6.50829396243807,11.446277078701248,52.87457082814842,75.63388582747584,12.30934798364344,13.752084619082838,27.02261556802045,10.304221346148228,11.996394183369857,7.473499999999999,7.171469863284653,-0.4983355057594985,1.26487479999633,0.4192258677885118,4.8866496,5.758489781174471,26.978,25.99273783194068,13.874416666666669,14.744361451533402,13.587,15.1599627308249,1.56,2.5268656473979774,0.2,1.0,0.0,2.0,0.2953905204967582,25.418,23.995304123932247,0.4192258677885118,5.521451768516977,5.290101747141679,,-0.0422469959149744,0.7782006079154083,0.2086434477181688,0.2644447704618945,13.856587499999998,15.030502513222904,52.87457082814841,70.13642112715266,0.7046094795032418
38,0.6302446814354378,,0.0620144323492951,0.0716415926238596,0.0066946252029124,0.0103348723478562,0.1222932433379444,0.1863069564677806,0.0,0.0,0.5190350557842013,0.0,0.0,0.3011049723756906,0.4577407017413829,33.448804195161905,82.55394480067281,0.6589480197079561,0.0,0.0,1.0,0.0,0.1767955801104972,0.1539890876998969,0.0386740331491712,0.1933517486625491,0.0,0.0,0.0038674033149171,1.0,0.0,127.0,0.3972083584776564,1.0,0.0,0.6589480197079561,0.319102703693292,0.1434587458678777,,3.7958488200032816,4.58964062937152,0.4986225895316804,5.566513530301548e-17,0.0928679055750879,0.1577673611982223,0.1222932433379445,0.0852459644716656,0.6027916415223435
39,0.6690906834565383,,0.1458190978878834,0.1285833695643828,0.2159092297355079,1.9976414817094532,55.012677781623765,231.25876131494056,2.880368931382305,9.840589360906462,19.733180249969287,1.727764000794754,5.309290704587066,3.267361111111111,12.576673040156006,4.331069644615804,3.74720507234656,0.8105522913523637,2.409225,9.421709085159002,7.847222222222222,25.2855950169158,3.7624485596707817,12.929116313914925,3.638888888888889,12.954451376168592,0.4444444444444444,1.6528841894672626,0.0784313725490196,1.0,0.0,16.0,0.4476823426883375,7.402777777777778,24.951296513656725,0.8105522913523637,2.17445126393549,7.296735412993938,,2.257295392091673,1.0769091096514831,0.4412093617701094,0.1575312864786155,3.658249158249159,12.947995052192818,55.01267778162378,231.1026065945399,0.5523176573116624
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006049606775559,,1.0,55.0,,,,,,,,,,0.4797038417728073,0.0845841519081883,,,,,
41,1.0,,0.0159557515941376,0.0324665545160551,0.0018117593217536,0.0378979332826644,0.1675198587819947,1.597285093027171,0.0378551361396846,0.3841876718634635,2.671053680076555,0.0253657422967411,0.2574341680376989,0.0970873786407767,0.7984613034295611,89.81663726638357,16.686238488702696,inf,0.0431825242718446,0.4382547563419142,1.087378640776699,0.8867963503478635,0.0733980582524271,0.550072282947233,0.0485436893203883,0.4053234190778053,0.0097087378640776,0.0985329278164293,0.0007614696363982,1.0,0.0,100.0,1.0,1.077669902912621,0.7882634225314344,inf,0.1457229530105629,0.384342091469066,,9.392223599526943,1.652161423010043,0.4912719427282533,0.0373230787183444,0.0635922330097087,0.5518771076062738,0.1675198587819947,1.5501856794870132,0.0
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0666666666666666,,4.0,0.0,,,,,,,,,,0.1883828694432968,0.2376560401991521,39.90668304166667,31.04697468836461,,,
43,0.9999999999999998,,0.0438452050444768,0.1014742905865649,16183977.430404851,872553635.7457823,17647258303.918434,150707461402.3553,1271.7005477419584,9288.362403601655,678761.0816652429,289.6101419206009,1953.4097822309368,4492.433565363636,34084.67268064177,51.74793466055987,18.39109047094377,2251799813685247.2,2368.3697669398634,18776.92915892278,114595.5908784805,872282.2819453722,6493.694484680437,49591.70429911192,1762.320302857143,13721.79307559396,23.220580987012987,170.64099525009013,0.0150375939849624,1.0,2.0,74.0,0.9999999999999996,114572.37029749351,872111.7437634455,2251799813685247.2,17464.086785693537,132553.58033853178,,6.970249941632306,2.03394438947255,0.4246770484190957,0.1669023232900279,2058.510745074675,15663.412590849724,17647258303.918427,150512839491.186,4.4408920985006143e-16
44,0.4731179869975317,,0.3077810237723805,0.1300623641944451,0.1837191358024691,0.2188604508826918,1.9771604938271607,4.072142307927558,0.0,0.0,2.6132802595685303,0.0,0.0,1.2,2.16794833886788,-0.2118146544160771,1.6638668891016544,0.288395190682525,0.88956,1.9891166300647127,2.8,4.024922359499622,0.908641975308642,1.47693747574846,0.6,1.3416407864998738,0.0,0.0,0.0,1.0,0.0,3.0,0.2238406296205966,2.8,4.024922359499622,0.288395190682525,0.9398765850896036,1.1692906496181057,,1.094723130421588,0.7631029906840711,0.4109090909090909,0.185237904045153,0.7346938775510204,1.4011211076077934,1.9771604938271603,4.024677606391715,0.7761593703794034
