dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd
153,0.0434521398196818,0.0626197977869782,0.5240868971443244,0.7615498594376965,0.1722488038277512,0.7892857142857144,0.034617188075499,0.8518964088879367,,0.0,0.0323588737674967,0.0524273989085782,0.8169164036868143,0.0551791535288384,0.0861273896037309,58060.98173201067,1374647.1061254211,4239640.784032124,24419155.89270071,0.8511904761904763,0.0776095524428886,10.871991909084963,0.5,0.3484784615416957,255.1157957035549,1268.7796410994351,20472.60010150852,122.15211956340974,589.6670626521283,5.805555555555555,429.52777777777777,2055.209902190891,1.2658637670163484,0.6175113325729097,52.28053124013898,60.5001126456007,10.0,3.6,0.966091783079296,0.1,0.2073297753778678,37.46666666666667,15.63092850492017,0.5,0.1414213562373094,2.646008874101536,0.7326190476190476,0.1519506573449871,239.56345,1143.838693032801,2722.6111111111118,11778.303589415773,414.3646996278576,2008.8087845287705,281.3333333333333,1364.4767495270855,4.027777777777778,15.020911349774275,0.0751395338147901,0.1524291449560643,0.9278571428571428,0.0475402787677586,9.0,0.25,0.0430622009569378,1.8,0.8366600265340756,1.2857142857142858,0.7559289460184545,36.0,30.0,0.0,2.0,0.0142857142857142,1.0,209.0,0.0,36.0,36.0,5.974848931537631,,0.9619047619047618,0.0437588849272705,0.7257274914761627,0.7464285714285714,0.0224828817051036,2718.583333333333,11764.296706257332,2.646008874101536,442.88653206486737,2039.36770967948,,6.3658132581422695,3.614187359528311,0.4206871739679856,0.1745251021990765,298.984251968504,1494.4206365376208,2.8421052631578947,1.344253526630914,0.19706908487134,0.1218475805876502,0.30625,0.1110242716206185,4239640.784032124,22983781.8471077,0.0277777777777777,0.1089923185668032,0.2742725085238373,0.7702380952380953,0.0836257153456386
154,0.075632011851532,0.1232199120507571,3.5814229211461983,0.962762088899356,0.0025634765625,0.8560796926650586,0.0099922494318602,0.775743773602958,,0.0,0.0226728278823509,0.0136345398450708,0.8841664897438647,0.239802137840039,0.2099342988952074,258043775.0822997,2137876702.89538,12155853831.268064,41374396240.077705,0.8011459543166861,0.0158058025308864,5.1979666584585855,0.5,0.2794936227395069,48312.55667835083,191480.27293282072,411067.51237585774,1993.9775459252592,6391.32303343315,390.0952380952381,48074.98880952381,155895.90810649577,4.295490880476238,0.9122402295535458,82.62187645630402,148.20368738391116,405.0,12.246913580246911,3.766484770929235,0.0024691358024691,0.017227517329359,2404722.7355096918,9057577.617470618,0.5,0.029681025383139,1.511164652381716,0.9154069507728044,0.0075265825354831,29491.039413,95633.98256421856,315095.7861904761,793002.8759261415,77423.0389258975,290349.5402691268,69705.0142857143,280889.7290099538,93.15238095238097,328.1813029699401,0.1700985304138247,0.1038524449179377,0.8930656064802406,0.0142468731751263,404.0,19.23809523809524,0.04931640625,18.363636363636363,14.056164397720934,19.23809523809524,9.294647717395003,21.0,0.0,0.0,2.0,0.119047619047619,1.0,8192.0,0.0,21.0,21.0,20.05499037783056,,0.7604956967152089,0.0135275148077726,0.6017784022837573,0.6976318532416094,0.0005585588164001,315002.6338095238,792826.9204063355,1.511164652381716,38448.585308642025,105884.07871339176,1.457493180937846,5.3963801496633295,5.08502857984634,0.0015836386504005,0.0016379791567804,72672.65765517844,289951.7514736414,11.263288009888752,3.9964278068313672,0.0451401313084272,0.0631353858300611,0.0142634309368369,0.0354500827810778,12155853831.268057,40186049131.39832,0.0476190476190476,0.1119331693817184,0.3982215977162426,0.750122249024688,0.0331683796646279
155,0.0365625739259243,0.0465836174718105,4.022848928073597,0.4240854895120533,0.00146484375,0.8386251824056702,0.0123435263201122,0.7504568166938679,,0.0,0.0169851854251774,0.0118910262698653,0.8841664897438647,0.2305190310285908,0.1963523444152533,819758015.0459424,3772100233.8263774,21272739482.828934,53859681859.21225,0.7648907055004616,0.0534405093937846,4.886384261893118,0.5,0.2794936227395069,84538.06575891179,251640.04560308973,411067.3799626581,3484.9326420403554,8283.252869837685,682.6666666666666,84099.93333333333,202199.79596059344,4.72607048136637,0.4247623062650222,77.0020043706183,105.97142848858329,513.0,12.120857699805068,3.4979086448782835,0.0019493177387914,0.0128456728820718,2446703.8727790206,13249590.855745532,0.5,0.0068918789589332,1.28930094644382,0.8963629053872957,0.0079329058368852,51591.749545,124038.40917745791,551006.3066666666,1000852.5275634186,135460.4337241618,380399.7395388676,121967.875,369459.2359898995,163.0,428.2582058864616,0.1809449364510916,0.0862166014225049,0.8199466928735222,0.0100470965296097,512.0,42.66666666666666,0.0625,22.26086956521739,19.52903989471797,42.66666666666666,11.15456150748394,12.0,0.0,0.0,2.0,0.1212121212121212,1.0,8192.0,0.0,12.0,12.0,21.23244820758468,,0.7603735965931088,0.0135678151957481,0.5631854337222936,0.6976318532416094,0.0005585588164001,550843.3066666666,1000640.9541783524,1.28930094644382,67245.7483771679,135179.6735985389,1.6095593819231957,5.072446509836524,4.477000726748076,0.0018445486787795,0.0019273098091631,127158.54316347982,381184.3287237275,11.133658536585363,3.7508708338458048,0.0428171178089757,0.0633807730999555,0.0130844464776111,0.0284916756268766,21272739482.828934,52198117333.06463,0.0833333333333333,0.1176888718088196,0.4368145662777064,0.6976318532416094,0.0005585588164001
156,0.1336740884266078,0.216446789348618,0.5845028746096679,0.6837359738486735,0.0739130434782608,,,,,0.0,0.069148261036924,0.1522052540864735,0.9912308989033524,,,,,,,,,25.251561100390777,0.5,0.0778842251741704,,,,,,13.529411764705882,,,1.5364795311728106,0.6475647730186237,,,,,,,,,,,,,,,,,,,,,,,,,0.0392542423402097,0.0924293088407834,,,,,,,,,,51.0,45.0,0.0,2.0,0.0250980392156862,,690.0,2.0,51.0,40.0,13.890183576691731,,,,,0.6246376811594203,0.0902360631008797,,,,,,,,,0.441712003510162,0.159287900874959,5.911612437245431,26.51444310039853,,,,,,,,,,,,,
158,0.2035774219998166,0.1743253822609803,1.4379694032934185,0.2703255020352569,0.1333333333333333,0.6000000000000001,0.1165343164633501,0.5813200243240247,,0.0,0.0451042840347647,0.0423290659824323,0.9927744539878084,0.583251669072152,0.1764640199935213,98.16299465294594,91.61887429636728,197.5013859463277,397.7185596305566,0.6166666666666667,0.1765583175785633,14.751801001592488,0.5,0.0707106781186547,49.011684943017706,30.296654040138367,27.07380532172215,46.51284054577268,28.76181652381029,7.5,15.750000000000002,9.38428587738947,2.363445331909265,0.2344982331944963,-0.2382152081748273,1.2495343609952307,18.0,5.388888888888889,1.9444911292248124,0.0555555555555555,0.0580173514726019,216.49523809523808,173.3847737256763,0.5,0.0785674201318386,0.5104210838398255,0.75,0.161970885967925,11.351156249999995,6.950446408563444,72.525,44.257259291555776,50.96187499999999,31.196504617460302,52.20625,31.99297286123939,15.3125,9.902588045556575,0.0672985253719621,0.0646079048318399,0.7,0.1531560972454469,17.0,2.125,0.2833333333333333,2.125,0.8345229603962802,2.4285714285714284,1.5118578920369088,8.0,2.0,0.0,2.0,0.5714285714285714,1.0,60.0,2.0,8.0,5.0,20.3670269199168,,0.5666666666666667,0.2744242007828549,0.3379329706800847,0.75,0.161970885967925,57.2125,35.0700294309217,0.5104210838398255,12.254029146199718,7.355476531550428,,-0.5240770181078687,0.3756602589159113,0.1248155489988977,0.2263671880961048,52.19583333333333,31.971798674673074,4.571428571428571,2.145936163264584,0.1143070235174018,0.1260757159389134,0.1749131944444444,0.1548452220857918,197.50138594632767,127.821791552089,0.125,0.1077484388180432,0.6620670293199153,0.5833333333333334,0.0878410461157883
159,0.0665766079598221,0.2108189177457408,1.228743551492658,1.1660026640014545,0.0080560420315236,0.6087670224512329,0.0233260028123038,0.3274970168220974,,0.0,0.0495285617567091,0.142437451545222,0.9997513954892012,0.1103962790274617,0.2110465855962657,22.87354924012643,217.67466497834425,1207497.7469088226,5790953.026416282,0.4721334805545331,0.0667952481310623,106.08637077925576,0.5,0.0131266757978588,,,128.15276334306972,,,124.1304347826087,403.7796086956522,1932.1143702830925,2.219071008844042,1.1553668443564522,3.4360583976929986,9.52213420506291,830.0,13.68313253012048,4.243445787765562,0.0012048192771084,0.0016231437073257,287903956.0322117,3172847168.913683,0.5,0.0034077435237905,0.1201398063861887,0.6360618329039383,0.0363171936166232,269.6650215913044,1292.1722400155666,1283.6084347826086,6147.033897918868,748.1403113530799,3583.9532906191635,638.1569130434783,3056.436895129404,445.4828260869565,2137.0917741092712,0.0094239381378167,0.0170068997452739,0.6280161943319837,0.0355211960326049,829.0,36.04347826086956,0.2903677758318739,26.741935483870968,28.020192411825068,36.04347826086956,62.8631112098991,23.0,18.0,0.0,2.0,0.0434782608695652,1.0,2855.0,0.0,23.0,8.0,129.38535838450616,,0.4493424119739909,0.0577185200006444,0.1072542960273731,0.5449895718316771,0.0267418837461769,838.1256086956521,4009.9426288734167,0.1201398063861887,229.6714765485544,1098.7435277435409,,0.0194105475355245,2.30584814385059,0.409885383258023,0.18460836007122,735.613413995279,3523.839626622615,12.691983122362869,4.45846691666551,0.0322920943018149,0.0567041449335606,0.0086596758015094,0.0212298674882232,1207497.7469088228,5790952.931654844,0.0434782608695652,0.0762230577924891,0.8927457039726269,0.5131309041835358,0.0072416189053074
160,0.2387722504694007,0.2742457616443715,0.9983647498618142,1.0634904830713912,0.0145348837209302,,,,,0.0,0.1735001063643241,0.2107996198629481,0.8262781007120187,,,,,,,,,18.956107387394315,0.5,0.3398497708028368,,,,,,68.8,,,1.7810538328590733,1.0385346194003102,,,,,,,,,,,,,,,,,,,,,,,,,0.0435890177147597,0.0562611779828457,,,,,,,,,,15.0,7.0,0.0,2.0,0.0761904761904762,,1032.0,4.0,15.0,3.0,21.90404331648329,,,,,0.740309932785661,0.0039637710733386,,,,,,,,,0.3328302527097335,0.1835569092447589,98.89053763440862,271.3662854067508,,,,,,,,,,,,,
161,0.0080207121967537,0.0075289798779225,2.2226179332886056,1.3396710851273197,0.0022598870056497,0.696067415730337,0.0375420777015505,0.4102448693790708,,0.0,0.0610920393822317,0.0838880350926782,0.9939488767990516,0.0008251201779164,,0.1753393665158371,,32671.595540302173,46203.63618256571,0.3794050051072523,0.1358749129108336,12.419338346149694,0.5,0.0647182477696161,164.3680527288243,230.2273996087044,26.46764845829907,60.8182145256909,83.96376561549909,442.5,221.5,311.8340905032675,3.1365344565841227,1.4381445834255766,1.7017914342199354,4.109506608182035,363.0,16.823691460055098,7.320356136130861,0.0027548209366391,0.0028502497617563,9644780709.618942,45332018657.40581,0.5,0.0019479525652521,0.2023578519094859,0.6858401430030644,0.0499225839032039,163.82729999999998,231.6867895469657,445.0,622.2539674441618,222.364406779661,312.0258482744367,222.5,311.8340905032675,1.0,0.0,0.0800323535035343,0.098473498298257,0.5977272727272728,0.0308072414516486,362.0,181.0,0.4090395480225989,10.342857142857143,7.050001489957528,181.0,248.90158697766472,2.0,0.0,0.0,2.0,0.0,1.0,885.0,0.0,2.0,1.0,26.771492852455623,,0.3805286006128702,0.1334460058074684,0.1683008528518509,0.696067415730337,0.0375420777015505,444.0,622.2539674441618,0.2023578519094859,128.2265517563025,180.16407502601865,,0.9191577973137192,1.2998854229220422,0.0995475113122172,0.1407814405982266,222.3201506591337,312.0884358803044,15.848275862068965,7.426370657276986,0.0263427109169629,0.0618264375763754,0.0144631856030684,0.0427928108818008,32671.59554030217,46203.63618190031,0.5,0.4272749363331867,0.8316991471481491,0.696067415730337,0.0375420777015505
162,0.0819768029189865,0.1121645361338127,1.6152605850869002,1.2002118099691303,0.0049019607843137,0.7237704918032787,0.0371649019526601,0.423451330759321,,0.0,0.059536981147827,0.0545683247663926,0.958548214961784,0.2275841753691821,0.3251409042148529,2.936551743810817,3.9154680670902673,10421.226911131793,18049.50652091188,0.3428609201480698,0.1425474644671897,13.31151784355158,0.5,0.1686888726360064,76.34648323829956,130.1803051505,22.00931417608967,29.91775568612131,49.862498613328526,204.0,101.83333333333331,176.3805072374307,2.50179986566363,1.2536222490405318,1.4317842865249375,2.364927798832403,207.0,15.415458937198068,6.13689721553044,0.0048309178743961,0.0053356989379185,63019500.17772199,241024417.25769088,0.5,0.0034159747883408,0.2184884115322855,0.7221311475409836,0.0325382234289529,75.6126,130.96486489238248,206.0,351.6063139364821,103.01742919389976,176.22107724992824,102.83333333333331,176.3805072374307,1.0,0.0,0.0720089343850542,0.0555047146245303,0.7189317821258594,0.0324958318488185,206.0,68.66666666666667,0.3366013071895425,7.357142857142857,3.946064947695181,68.66666666666667,112.0104161823057,3.0,0.0,0.0,2.0,0.3333333333333333,1.0,612.0,0.0,3.0,2.0,21.4313913111059,,0.3477525118984664,0.1441523880810045,0.1793110295218399,0.6732152300370176,0.0184256274647054,205.0,351.6063139364821,0.2184884115322855,59.32644530538058,101.7467429347948,,1.3260135878587915,1.1565296506954272,0.2214948172394981,0.1918201385359968,102.84601449275362,176.36952605698596,14.455205811138017,6.245857133244258,0.0316789809196543,0.0778761721545949,0.023062791261408,0.0593380167052433,10421.226911131793,18049.50495489147,0.3333333333333333,0.4145664826101058,0.82068897047816,0.6732152300370176,0.0184256274647054
163,0.2359112236747894,0.2306024189967437,1.9986577036365687,0.0043271157917582,0.2058823529411764,1.0,0.0,0.8618310115465196,,0.0,0.0990068240078178,0.1205092403575923,1.0,0.4971673709309137,0.3315530767849906,298.21854176923085,1331.3727962282258,27982.547985631703,104494.91433860864,1.0,0.0,3.697493938286411,0.5,0.0,110.41984574616184,288.5142475767688,178.17156854585403,87.17216479346658,207.46802549571416,4.857142857142857,91.67989285714285,297.4047525052496,2.728204251463109,0.3584761177131474,-0.2556844628780809,1.1719319602063625,2.0,1.0,0.0,0.5,0.0,4.0,0.0,0.5,0.0,2.8873098792582117,0.9238095238095236,0.1312766547818116,66.31690979999999,215.49504469581063,206.91457142857143,577.555018626293,125.8932962184874,341.69738512813154,117.62185714285717,315.0015949260861,27.798000000000005,27.048624361437565,0.2704534521734594,0.3591756478017301,0.8023809523809524,0.1687511372823578,1.0,0.0714285714285714,0.0147058823529411,1.0,,1.0,,14.0,0.0,0.0,2.0,0.5054945054945056,1.0,68.0,3.0,14.0,4.0,6.39002474390565,,0.5738095238095238,0.1696445975961958,0.7427526924632972,0.530952380952381,0.1250094478666852,179.11657142857143,555.9265793505629,2.8873098792582117,51.68085108436581,165.10204924311375,,0.3669061268369369,0.2728031351298403,0.0084077222090633,0.029806248058808,126.59625680272109,346.5050216989955,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,27982.547985631703,104371.44721464012,0.0714285714285714,0.2672612419124243,0.2572473075367028,0.5571428571428572,0.0301169300968416
164,0.1570405211405298,0.2969477408796294,1.7112260662844334,1.1332747647185049,0.0050100200400801,0.9408888888888888,0.0030298540632614,0.5406671835823664,,0.0,0.0717621578698881,0.1148010964537515,0.3239346572819069,0.2817929616631326,0.3089750366426649,1.8388959463561032,3.7070841466885143,4162.557440256642,9299.010603282395,0.8908282828282829,0.0636115748131068,6.589572510787471,0.5,0.6235009693829277,37.902007861894965,82.65257923938641,70.66928079398502,15.405066099043676,32.69201918178732,199.6,50.6,110.91122576186778,1.9860020479843343,1.1722942864481989,-0.6538214430154967,1.5328340485710814,52.0,7.653846153846154,2.1133062599671373,0.0192307692307692,0.1124524465936931,2523.425685425685,2680.1843027241703,0.5,0.027196414661021,0.4130700569163696,0.8836161616161616,0.102349589939047,37.21326,82.38508179475214,105.2,220.77862215350476,52.668937875751496,110.64515697918613,52.9,110.5171932325464,0.4,0.5477225575051662,0.0491586755820061,0.0608582129514647,0.8695959595959597,0.1225691341437209,51.0,10.2,0.0511022044088176,4.636363636363637,2.8025961989814827,10.2,14.042791745233568,5.0,2.0,0.0,2.0,0.1,1.0,998.0,0.0,5.0,2.0,33.8102556878242,,0.8766464646464647,0.0634280487558615,0.2923210034028883,0.9408888888888888,0.0030298540632614,104.8,220.43411714160763,0.4130700569163696,30.1255658297052,63.786829789706,,-0.1409559414188713,0.9172918621346534,0.2796782347041123,0.2360535932233205,52.92166666666667,110.504654194342,6.737864077669903,2.396734563855432,0.0900218289956765,0.1141251899947956,0.0651292067307692,0.0829033409537579,4162.557440256642,9299.006369023467,0.1999999999999999,0.1879540264823854,0.7076789965971118,0.9408888888888888,0.0030298540632614
165,0.1997021842664986,0.3313326970872449,1.7404704678859029,1.3239380349955328,0.0013824884792626,0.6705069124423965,1.1702778228589004e-16,0.3982013154137441,,0.0,0.0740104158844903,0.0439609445388591,0.9144076242748472,0.2983173475035746,0.3396946281763567,0.5461430267190496,1.0270557881652849,3468.015078429873,8492.286424473907,0.406221198156682,0.0778504110550972,11.189662124701236,0.5,0.2411331880543987,31.87036625226205,76.78686258989093,1.9336597555950312,12.681372319248185,30.03717829436064,723.3333333333334,42.833333333333336,101.98120741914497,2.573159125664319,1.337481279424937,-0.9178708158811464,1.379928262736064,1211.0,16.94467382328654,5.563554154633291,0.0008257638315441,0.0066433785094647,5924559811.600823,55459646932.95882,0.5,0.0040873224346043,0.188444922481894,0.5806451612903225,0.1640248048658705,31.381699999999995,76.14513897968799,86.5,202.6501912162927,43.09427803379416,103.00071965109956,43.16666666666666,103.29262639059318,0.3333333333333333,0.5163977794943223,0.0817189664964313,0.0560305974989746,0.5792626728110599,0.1610678005635967,1210.0,201.66666666666663,0.2788018433179723,34.57142857142857,31.78538853576825,242.0,458.01310024932695,6.0,4.0,0.0,2.0,0.1333333333333333,1.0,4340.0,0.0,6.0,1.0,20.29824375546781,,0.2057603686635944,0.1088466841146504,0.1585642875972361,0.5682027649769585,0.16472532706882,86.16666666666667,202.3130412669106,0.188444922481894,24.70307952802609,58.56046045169274,,0.1970927487152225,0.7886505030227404,0.3446267701211236,0.2413927904711075,43.2252944188428,103.49302357476724,15.952085914911194,5.728947877896682,0.0265886243244792,0.0685478989171094,0.0037825305818412,0.0178397010145349,3468.015078429873,8492.285971312225,0.1666666666666666,0.2130834597583737,0.8414357124027638,0.5682027649769585,0.16472532706882
166,0.2213275502070473,0.2815059280720146,1.018691162223874,1.1124765264210832,0.0074173971679028,0.9743878106294211,0.0202403920347275,0.7003543063544093,,0.0,0.2189405566225865,0.2403303984252913,0.5097423681437129,,,0.0811393064471816,0.2413672299005992,13.598672494296595,43.63078425704635,0.9581715944132052,0.0422086972151128,8.515341511167591,0.5,0.5468991760087458,6.062137604827186,17.69029978936959,4.286441934801433,5.882896319153398,17.29490123014603,134.8181818181818,2.5454545454545454,5.905313477938937,1.4685718833067851,1.0780799416090068,,,11.0,4.818181818181818,1.9400093720485896,0.0909090909090909,0.2567041243503595,93.37142857142857,64.08595078826072,0.5,0.0642824346533224,0.9626937238905968,0.9743878106294211,0.0202403920347275,1.6173818181818185,4.470207194709923,8.727272727272727,23.685822380026877,6.504750812235641,17.96447817921576,6.545454545454546,18.090680674665816,3.636363636363636,10.414151211430791,0.0598616470608022,0.1372061308881527,0.9892300018138944,0.0229143090298777,10.0,0.9090909090909092,0.0067430883344571,1.4285714285714286,0.5345224838248488,1.4285714285714286,0.7867957924694431,11.0,4.0,0.0,2.0,0.0363636363636363,1.0,1483.0,4.0,11.0,1.0,16.017426219314952,,0.7278614184654453,0.1268231689188859,0.4904961544291658,0.8182613821875566,0.2167805275039844,5.090909090909091,13.31506324021441,0.9626937238905968,1.4904970701699676,3.537626333563575,,,,0.5926106692697082,0.3569924190673664,6.566880930517295,18.14229310473841,4.095238095238095,2.022492568707285,0.1331810568070131,0.1278983934665907,0.2002840909090909,0.16276543552868,13.598672494296585,43.622743236973626,0.0909090909090909,0.234932626935521,0.5095038455708342,0.886717758026483,0.0027496152407912
167,0.1895164252247285,0.2593323179419726,1.7401538983356228,1.8496431960335156,0.0004457917261055,0.8071505090505378,0.0002179482522303,0.3860137073035395,,0.0,0.1651197456230148,0.2330412015299632,0.7073944811960557,,,3.315203407080704,15.47444733458057,51.50667195575066,101.48507864982903,0.4976171062596805,0.3297830721128359,21.537399399143357,0.5,0.4343764017809657,12.149259695458728,19.636149398944013,5.128554452339655,11.163853823836412,18.75538004801374,2243.2,6.4,9.640193635676274,2.4147034446309403,1.840586443040398,,,3313.0,17.480531240567462,3.7902029450995434,0.0003018412315122,0.0032463053631247,392891467.6831341,1487710171.8925426,0.5,0.0825989508962251,0.1750972206295415,0.7683349783799548,0.0991076502917742,4.003019999999999,6.483256083481509,25.5,38.66738505079787,13.154761055634808,20.40803670812229,13.1,20.431185313958984,4.9,10.74399056837511,0.0328449349007379,0.0467905904158592,0.5593564410727611,0.1526267769559724,3312.0,331.2,0.1476462196861626,118.28571428571428,117.5688473296981,473.1428571428572,501.9752412790325,10.0,2.0,0.0,2.0,0.0666666666666666,1.0,22432.0,3.0,10.0,2.0,51.98089046590032,,0.6762157848183654,0.0798754404452765,0.1490065822262226,0.8071505090505378,0.0002179482522303,20.6,32.92483021132296,0.1750972206295415,4.174942228110011,6.15327639443632,,,,0.4590002552045112,0.4130491855418102,13.077310549777115,20.359520525875837,16.48332075471698,4.039105473851154,0.0340961943932464,0.04984114543692,0.0017318303581274,0.0139685065550093,51.50667195575069,88.58861808192519,0.1,0.1269267734264106,0.8509934177737772,0.8071505090505378,0.0002179482522303
168,0.1882478777128483,0.2621387548297905,1.6452913099360256,1.835990973222967,0.0004946332294603,0.7832517223945799,0.0001977254535222,0.377635660080645,,0.0,0.1612636910911066,0.2347533984151616,0.7541853533123561,,,2.951633511070496,13.991191496257946,46.30397015834858,88.11972217509422,0.4908974560389892,0.3274729065850701,26.18911686069066,0.5,0.4005784223638289,11.183750780278316,18.4880535575098,5.3108477606806055,10.251724433939025,17.673107464797987,2021.7,5.7,8.781925883439362,2.370679000565667,1.8247507786583927,,,2926.0,16.665755297334243,3.7373196977711167,0.0003417634996582,0.0044206964032981,401262627.8394968,2271119292.537299,0.5,0.0918320495047464,0.1663285951172501,0.7469012314319821,0.0765248728217193,4.003019999999999,6.483256083481509,25.5,38.66738505079787,12.146530147895335,19.225162098803622,11.9,19.13954602967955,4.9,10.74399056837511,0.0287976626827143,0.0349174038786463,0.451756874283916,0.0927943535131457,2925.0,292.5,0.1446802196171538,104.46428571428572,107.04636660426452,417.8571428571428,476.0918778875314,10.0,2.0,0.0,2.0,0.0666666666666666,1.0,20217.0,3.0,10.0,3.0,56.132807202565246,,0.6488149406503718,0.0662838948965184,0.1426086917645444,0.7832517223945799,0.0001977254535222,20.6,32.92483021132296,0.1663285951172501,3.9774155443804,5.819902227669557,,,,0.4592900248742156,0.4127324343437512,11.965715934382985,19.110878751045043,15.668774568449836,3.989303756781725,0.0334160006721617,0.0712044326221325,0.0016925986054126,0.0114232672776486,46.3039701583486,75.92055322413977,0.1,0.1353989046515722,0.8573913082354555,0.7832517223945799,0.0001977254535222
169,0.184447488050266,0.2398066105605566,2.1083283749667903,2.243946183018896,0.000233245218473,0.7707977056992528,0.000115655696168,0.2564542361175799,,0.0,0.1751679958639503,0.2439472634743514,0.7766181417350135,,,5.511505902255147,13.49509352736352,60.192827750410096,94.88326727429822,0.2934766149593277,0.254651099347925,39.692025864136056,0.5,0.3829657780862611,12.640756769694454,20.903377901479004,3.982073145040757,11.798749948848071,20.245587959034246,4287.333333333333,7.111111111111111,8.652231568278273,2.865380416841006,2.242766493601815,,,11843.0,21.686819218103523,4.795544613546228,8.443806467955755e-05,0.0003570299541763,58316775754.58234,341664413137.62616,0.5,0.0922468949534084,0.0703988193483105,0.7599917974328625,0.0341266835733076,5.271466666666666,6.381689389965637,33.44444444444444,38.932990866073695,15.644214654710693,20.58726050805754,14.666666666666666,20.310096011589906,5.333333333333333,11.302654555457316,0.0195660998607967,0.0216464815894092,0.4264878101335422,0.1233946731795996,11842.0,1315.7777777777778,0.3068988752397242,338.3428571428572,341.93583357950985,1973.6666666666667,2069.7700999547437,9.0,0.0,0.0,2.0,0.0555555555555555,1.0,38586.0,3.0,9.0,6.0,106.7541456890498,,0.5347036093847792,0.1175604016965697,0.0657687752226514,0.7707977056992528,0.000115655696168,28.11111111111111,33.82471154512793,0.0703988193483105,5.213622623324721,6.094041167686895,,,,0.3984913524796587,0.4618216046906416,15.28611399063196,20.464729835658307,20.68777707409753,4.997559408839535,0.028867994632766,0.047202153667252,0.0006623547513499,0.0057239473254878,60.19282775041015,84.47434862943936,0.111111111111111,0.1330779192288303,0.9342312247773484,0.7707977056992528,0.000115655696168
170,0.1835899995771965,0.240484455646125,2.1247638609794475,2.320650161084507,0.0001808245599935,0.724101909361609,6.133395721425348e-05,0.2772214501620292,,0.0,0.1747117066328516,0.2442612685508216,0.8498012926802293,,,5.093706596627423,12.405103458033732,59.38338645619351,94.54037162284637,0.2626050018917878,0.2683641560452669,39.58242696743382,0.5,0.3169279529596862,12.063010976509476,20.0387329526619,4.555189411877088,11.19904953321626,19.36841614160724,5530.222222222223,7.0,8.48528137423857,2.953095997830011,2.316381753054498,,,16513.0,21.770423302852297,4.710879517130751,6.055834796826742e-05,0.0002369897528074,135994319949.53851,954512673443.3998,0.5,0.0745517414186265,0.0832496091145032,0.6999154124238675,0.0685403682917053,5.271466666666666,6.381689389965637,33.44444444444444,38.932990866073695,15.071887808406334,19.7831182087334,14.555555555555555,19.46863574516144,5.333333333333333,11.302654555457316,0.0214691558296664,0.020900106369126,0.440271887887981,0.1346585585713861,16512.0,1834.6666666666667,0.331752792734871,458.6666666666667,481.5942572035391,2752.0,2796.885553611374,9.0,0.0,0.0,2.0,0.0277777777777777,1.0,49772.0,3.0,9.0,5.0,97.9682071264027,,0.4907731490933019,0.1187989926315686,0.0768517324299384,0.724101909361609,6.133395721425348e-05,28.11111111111111,33.82471154512793,0.0832496091145032,5.150143426645959,6.08003579626099,,,,0.3984948560477604,0.4618189147485276,14.675130964074173,19.539715687914995,20.77111279333838,4.91698540224426,0.02746404327142,0.0420409762926255,0.000443338979481,0.0055926957362973,59.38338645619347,85.7779783293101,0.1111111111111111,0.1301897484627237,0.9231482675700616,0.724101909361609,6.133395721425348e-05
