46.0,29.5,5.0,32.0,2.0,0,1,0,1
47.0,63.8,5.0,33.0,3.0,0,1,0,1
48.0,37.5,5.0,47.0,3.0,0,1,0,1
49.0,48.5,5.0,42.0,4.0,0,1,0,1
50.0,132.5,5.0,44.0,4.0,0,1,0,1
51.0,23.5,5.0,37.0,4.0,0,1,0,1
52.0,27.5,5.0,32.0,5.0,0,1,0,1
53.0,72.0,2.0,38.0,6.0,0,1,0,1
54.0,1200.0,2.0,45.0,11.0,1,0,0,1
55.0,216.0,2.0,57.0,12.0,0,1,0,1
56.0,20.6,5.0,44.0,2.0,0,1,0,1
57.0,30.6,5.0,50.0,2.0,0,1,0,1
58.0,10.6,5.0,43.0,3.0,0,1,0,1
59.0,22.1,5.0,49.0,3.0,0,1,0,1
60.0,123.6,5.0,43.0,3.0,0,1,0,1
61.0,22.1,5.0,41.0,4.0,0,1,0,1
62.0,264.0,5.0,43.0,4.0,0,1,0,1
63.0,30.6,5.0,41.0,5.0,0,1,0,1
64.0,14.6,5.0,45.0,5.0,0,1,0,1
65.0,11.2,5.0,37.0,5.0,0,1,0,1
66.0,28.6,5.0,42.0,6.0,0,1,0,1
67.0,30.6,5.0,44.0,6.0,0,1,0,1
68.0,17.5,5.0,41.0,7.0,0,1,0,1
69.0,22.0,5.0,44.0,7.0,0,1,0,1
70.0,20.5,5.0,42.0,8.0,0,1,0,1
71.0,30.5,5.0,40.0,8.0,0,1,0,1
72.0,17.0,5.0,31.0,9.0,0,1,0,1
73.0,22.0,5.0,33.0,9.0,0,1,0,1
74.0,28.6,5.0,48.0,3.0,0,1,0,1
75.0,20.1,5.0,46.0,3.0,0,1,0,1
76.0,20.1,5.0,33.0,4.0,0,1,0,1
77.0,18.6,5.0,32.0,4.0,0,1,0,1
78.0,17.6,5.0,32.0,5.0,0,1,0,1
79.0,18.6,5.0,46.0,5.0,0,1,0,1
80.0,18.5,5.0,44.0,6.0,0,1,0,1
81.0,26.5,5.0,46.0,6.0,0,1,0,1
82.0,16.5,5.0,41.0,7.0,0,1,0,1
83.0,18.5,5.0,34.0,8.0,0,1,0,1
84.0,28.5,5.0,40.0,8.0,0,1,0,1
85.0,18.5,5.0,32.0,9.0,0,1,0,1
86.0,20.0,5.0,43.0,9.0,0,1,0,1
87.0,18.5,5.0,41.0,9.0,0,1,0,1
88.0,18.5,5.0,38.0,9.0,0,1,0,1
89.0,356.0,6.0,40.0,14.0,0,1,0,1
90.0,1200.0,6.0,46.0,15.0,1,0,0,1
91.0,188.0,6.0,41.0,15.0,0,1,0,1
92.0,120.2,6.0,41.0,22.0,0,1,0,1
93.0,188.0,6.0,34.0,25.0,0,1,0,1
94.0,5.3,6.0,43.0,27.0,0,1,0,1
95.0,260.0,6.0,40.0,28.0,0,1,0,1
96.0,185.0,15.0,36.0,4.0,0,1,0,1
97.0,185.0,15.0,46.0,4.0,0,1,0,1
98.0,713.0,15.0,42.0,4.0,0,1,0,1
99.0,1200.0,15.0,47.0,5.0,1,0,0,1
100.0,353.0,15.0,39.0,5.0,0,1,0,1
101.0,377.0,15.0,38.0,5.0,0,1,0,1
102.0,185.0,15.0,37.0,6.0,0,1,0,1
103.0,185.0,15.0,41.0,6.0,0,1,0,1
104.0,353.0,15.0,40.0,6.0,0,1,0,1
105.0,117.0,15.0,38.0,7.0,0,1,0,1
106.0,905.0,15.0,35.0,7.0,0,1,0,1
107.0,117.0,15.0,36.0,7.0,0,1,0,1
108.0,29.5,5.0,46.0,26.0,0,1,1,0
109.0,11.0,5.0,44.0,29.0,0,1,1,0
110.0,1.5,5.0,44.0,35.0,0,1,1,0
111.0,29.5,5.0,49.0,38.0,0,1,1,0
112.0,15.0,10.0,42.0,4.0,0,1,1,0
113.0,64.0,10.0,53.0,4.0,1,0,1,0
114.0,156.0,10.0,42.0,4.0,0,1,1,0
115.0,64.0,10.0,57.0,4.0,1,0,1,0
116.0,500.0,10.0,44.0,4.0,0,1,1,0
117.0,131.0,10.0,44.0,4.0,0,1,1,0
118.0,59.0,10.0,48.0,4.0,1,0,1,0
119.0,64.0,10.0,40.0,4.0,1,0,1,0
120.0,17.3,10.0,47.0,4.0,0,1,1,0
121.0,16.0,10.0,48.0,4.0,0,1,1,0
122.0,21.0,10.0,46.0,4.0,0,1,1,0
123.0,16.2,10.0,48.0,4.0,0,1,1,0
124.0,16.2,10.0,43.0,4.0,0,1,1,0
125.0,162.1,10.0,41.0,4.0,0,1,1,0
126.0,21.0,10.0,43.0,4.0,0,1,1,0
127.0,64.0,10.0,50.0,4.0,1,0,1,0
128.0,64.0,10.0,53.0,9.0,1,0,1,0
129.0,240.0,10.0,50.0,9.0,0,1,1,0
130.0,404.0,10.0,46.0,9.0,0,1,1,0
131.0,126.0,10.0,46.0,9.0,0,1,1,0
132.0,15.0,10.0,36.0,9.0,0,1,1,0
133.0,125.0,10.0,44.0,9.0,0,1,1,0
134.0,16.0,10.0,42.0,9.0,0,1,1,0
135.0,122.0,10.0,44.0,9.0,0,1,1,0
136.0,126.0,10.0,45.0,9.0,0,1,1,0
137.0,122.0,10.0,43.0,9.0,0,1,1,0
138.0,21.0,10.0,40.0,9.0,0,1,1,0
139.0,1196.0,10.0,44.0,14.0,0,1,1,0
140.0,1097.0,6.0,48.0,6.0,0,1,1,0
141.0,61.5,6.0,57.0,6.0,1,0,1,0
142.0,23.5,6.0,44.0,8.0,0,1,1,0
143.0,61.5,6.0,41.0,9.0,0,1,1,0
144.0,19.5,6.0,44.0,9.0,0,1,1,0
145.0,61.5,6.0,53.0,12.0,1,0,1,0
146.0,183.0,6.0,42.0,14.0,0,1,1,0
147.0,108.5,6.0,45.0,14.0,0,1,1,0
148.0,61.5,6.0,45.0,15.0,1,0,1,0
149.0,4.0,6.0,42.0,16.0,0,1,1,0
150.0,21.4,6.0,49.0,17.0,0,1,1,0
151.0,20.4,6.0,46.0,17.0,0,1,1,0
152.0,185.2,6.0,49.0,18.0,0,1,1,0
153.0,23.4,6.0,39.0,18.0,0,1,1,0
154.0,13.3,6.0,43.0,19.0,0,1,1,0
155.0,13.1,6.0,33.0,19.0,0,1,1,0
156.0,17.3,6.0,36.0,19.0,0,1,1,0
157.0,15.4,6.0,47.0,20.0,0,1,1,0
158.0,13.0,6.0,36.0,20.0,0,1,1,0
159.0,8.5,6.0,40.0,20.0,1,0,1,0
160.0,19.3,6.0,36.0,21.0,0,1,1,0
161.0,16.4,6.0,44.0,21.0,0,1,1,0
162.0,13.2,6.0,39.0,22.0,0,1,1,0
163.0,8.7,6.0,40.0,22.0,1,0,1,0
164.0,13.2,6.0,46.0,22.0,0,1,1,0
165.0,13.3,6.0,40.0,22.0,0,1,1,0
166.0,17.2,6.0,44.0,23.0,0,1,1,0
167.0,108.2,6.0,35.0,24.0,0,1,1,0
168.0,15.2,6.0,43.0,25.0,0,1,1,0
169.0,23.2,6.0,32.0,26.0,0,1,1,0
170.0,4.2,6.0,34.0,27.0,0,1,1,0
171.0,20.2,6.0,47.0,26.0,0,1,1,0
172.0,81.0,2.0,50.0,5.0,0,1,1,0
173.0,59.0,2.0,54.0,5.0,1,0,1,0
174.0,2.0,2.0,43.0,11.0,0,1,1,0
175.0,120.1,2.0,51.0,12.0,0,1,1,0
176.0,11.1,2.0,47.0,12.0,0,1,1,0
177.0,39.9,8.0,54.0,7.0,0,1,1,0
178.0,99.9,8.0,42.0,7.0,0,1,1,0
179.0,35.9,8.0,47.0,7.0,0,1,1,0
180.0,77.9,8.0,32.0,7.0,0,1,1,0
181.0,36.9,8.0,44.0,7.0,0,1,1,0
182.0,99.9,8.0,34.0,7.0,0,1,1,0
183.0,163.7,8.0,36.0,7.0,0,1,1,0
184.0,39.9,8.0,50.0,7.0,0,1,1,0
185.0,39.9,8.0,48.0,7.0,0,1,1,0
186.0,176.1,8.0,45.0,7.0,0,1,1,0
187.0,141.1,8.0,45.0,7.0,0,1,1,0
188.0,72.9,8.0,35.0,7.0,0,1,1,0
189.0,33.9,8.0,48.0,11.0,0,1,1,0
190.0,39.8,8.0,44.0,11.0,0,1,1,0
191.0,29.8,8.0,39.0,11.0,0,1,1,0
192.0,37.8,8.0,46.0,12.0,0,1,1,0
193.0,40.0,8.0,51.0,12.0,0,1,1,0
194.0,30.0,8.0,45.0,12.0,0,1,1,0
195.0,29.5,8.0,42.0,13.0,0,1,1,0
196.0,29.8,8.0,43.0,14.0,0,1,1,0
197.0,29.8,8.0,45.0,14.0,0,1,1,0
198.0,36.8,8.0,46.0,14.0,0,1,1,0
199.0,39.8,8.0,33.0,14.0,0,1,1,0
200.0,30.0,8.0,45.0,14.0,0,1,1,0
201.0,31.1,8.0,38.0,14.0,0,1,1,0
202.0,33.8,8.0,44.0,16.0,0,1,1,0
203.0,33.8,8.0,47.0,17.0,0,1,1,0
204.0,31.8,8.0,45.0,17.0,0,1,1,0
205.0,32.9,8.0,33.0,17.0,0,1,1,0
206.0,30.0,8.0,40.0,17.0,0,1,1,0
207.0,29.8,8.0,43.0,17.0,0,1,1,0
208.0,29.8,8.0,46.0,17.0,0,1,1,0
209.0,35.8,8.0,48.0,17.0,0,1,1,0
210.0,36.8,8.0,47.0,17.0,0,1,1,0
211.0,29.8,8.0,35.0,17.0,0,1,1,0
212.0,60.8,8.0,53.0,17.0,1,0,1,0
213.0,32.0,8.0,41.0,17.0,0,1,1,0
214.0,29.8,8.0,45.0,17.0,0,1,1,0
215.0,36.7,8.0,45.0,22.0,0,1,1,0
216.0,29.8,8.0,46.0,22.0,0,1,1,0
217.0,96.0,23.0,42.0,3.0,0,1,1,0
218.0,3.0,23.0,45.0,8.0,0,1,1,0
219.0,9.3,23.0,52.0,8.0,0,1,1,0
220.0,51.3,23.0,50.0,8.0,1,0,1,0
221.0,5.3,23.0,47.0,13.0,0,1,1,0
222.0,3.2,23.0,45.0,13.0,0,1,1,0
223.0,3.3,23.0,46.0,13.0,0,1,1,0
224.0,3.2,23.0,38.0,13.0,0,1,1,0
225.0,3.1,23.0,33.0,18.0,0,1,1,0
226.0,3.1,23.0,34.0,18.0,0,1,1,0
227.0,3.1,23.0,45.0,18.0,0,1,1,0
228.0,51.0,23.0,54.0,18.0,1,0,1,0
229.0,3.0,23.0,49.0,23.0,0,1,1,0
230.0,5.2,23.0,39.0,23.0,0,1,1,0
231.0,3.0,23.0,43.0,23.0,0,1,1,0
232.0,3.0,23.0,46.0,23.0,0,1,1,0
233.0,3.2,23.0,43.0,23.0,0,1,1,0
234.0,13.0,23.0,39.0,23.0,0,1,1,0
235.0,4.2,23.0,45.0,28.0,0,1,1,0
236.0,5.0,23.0,33.0,28.0,0,1,1,0
237.0,33.9,23.0,42.0,28.0,0,1,1,0
238.0,7.9,23.0,43.0,28.0,0,1,1,0
239.0,2.5,23.0,41.0,28.0,0,1,1,0
240.0,8.0,23.0,52.0,28.0,0,1,1,0
241.0,2.7,23.0,37.0,28.0,0,1,1,0
242.0,2.9,23.0,42.0,28.0,0,1,1,0
243.0,4.0,23.0,36.0,33.0,0,1,1,0
244.0,7.8,23.0,35.0,33.0,0,1,1,0
245.0,2.6,23.0,33.0,33.0,0,1,1,0
246.0,2.8,23.0,37.0,36.0,0,1,1,0
247.0,2.6,23.0,43.0,36.0,0,1,1,0
248.0,2.8,23.0,36.0,36.0,0,1,1,0
249.0,10.5,10.0,42.0,4.0,0,1,1,0
250.0,23.5,10.0,53.0,4.0,0,1,1,0
251.0,11.8,10.0,48.0,4.0,0,1,1,0
252.0,23.5,10.0,50.0,4.0,0,1,1,0
253.0,10.5,10.0,49.0,6.0,0,1,1,0
254.0,39.4,10.0,53.0,6.0,0,1,1,0
255.0,1.5,10.0,38.0,7.0,0,1,1,0
256.0,11.8,10.0,51.0,8.0,0,1,1,0
257.0,11.8,10.0,49.0,8.0,0,1,1,0
258.0,1.5,10.0,37.0,9.0,0,1,1,0
259.0,1.5,10.0,49.0,9.0,0,1,1,0
260.0,10.4,10.0,49.0,10.0,0,1,1,0
261.0,1.7,10.0,45.0,10.0,0,1,1,0
262.0,10.4,10.0,46.0,11.0,0,1,1,0
263.0,82.3,10.0,41.0,12.0,0,1,1,0
264.0,10.4,10.0,46.0,12.0,0,1,1,0
265.0,1.5,10.0,48.0,12.0,0,1,1,0
266.0,10.4,10.0,48.0,13.0,0,1,1,0
267.0,11.7,10.0,55.0,13.0,0,1,1,0
268.0,1.4,10.0,37.0,14.0,0,1,1,0
269.0,159.0,10.0,34.0,15.0,0,1,1,0
270.0,1.4,10.0,34.0,15.0,0,1,1,0
271.0,11.6,10.0,53.0,16.0,0,1,1,0
272.0,23.2,10.0,44.0,16.0,0,1,1,0
273.0,3.2,10.0,37.0,16.0,0,1,1,0
274.0,1.5,10.0,34.0,16.0,0,1,1,0
275.0,102.2,10.0,36.0,17.0,0,1,1,0
276.0,82.2,10.0,31.0,18.0,0,1,1,0
277.0,1.4,10.0,34.0,18.0,0,1,1,0
278.0,3.2,10.0,30.0,19.0,0,1,1,0
279.0,1.3,10.0,42.0,19.0,0,1,1,0
280.0,1.3,10.0,33.0,20.0,0,1,1,0
281.0,1.2,10.0,34.0,20.0,0,1,1,0
282.0,23.2,10.0,37.0,20.0,0,1,1,0
283.0,1.3,10.0,38.0,21.0,0,1,1,0
284.0,3.2,10.0,32.0,21.0,0,1,1,0
285.0,1.1,10.0,30.0,21.0,0,1,1,0
286.0,23.1,10.0,29.0,22.0,0,1,1,0
287.0,1.3,10.0,32.0,22.0,0,1,1,0
288.0,108.1,10.0,30.0,22.0,0,1,1,0
289.0,1.9,49.0,51.0,14.0,0,1,1,0
290.0,1.6,49.0,51.0,30.0,0,1,1,0
291.0,9.4,49.0,42.0,33.0,1,0,1,0
292.0,51.4,58.0,57.0,21.0,1,0,1,0
293.0,52.0,58.0,52.0,25.0,0,1,1,0
294.0,51.4,58.0,53.0,30.0,0,1,1,0
