3.0,7.6,69.0,3.1,7.6,69.9,4.6,7.6,75.0,0.2,7.4,82.0,0.0,42.7,54.5,95.7,84.9,73.6,88.1,78.9,83.3
1.0,8.1,70.8,4.0,8.1,72.0,5.5,7.9,79.1,0.3,7.7,83.8,0.0,,33.0,94.5,85.3,73.7,84.4,76.8,80.7
0.7,8.2,66.7,6.7,8.3,66.0,10.5,7.9,81.8,0.2,7.5,81.4,0.05,13.8,58.5,98.6,75.0,67.3,79.8,77.1,71.1
1.5,7.9,65.1,3.8,8.0,74.4,4.0,7.8,81.4,0.2,7.5,82.9,0.0,,44.9,95.0,83.2,67.8,85.5,71.8,79.7
2.0,8.0,70.5,4.0,8.0,70.2,5.5,7.8,77.8,0.2,7.5,83.9,0.0,7.3,52.1,96.4,84.2,71.2,84.3,73.2,82.4
3.5,7.9,67.4,4.0,8.1,68.1,5.5,7.7,77.8,0.2,7.6,81.3,0.0,18.0,52.1,96.4,85.7,70.6,80.0,78.5,82.6
0.9,7.5,76.5,3.5,7.6,75.3,4.0,7.7,82.4,0.2,7.5,90.9,0.05,,42.7,96.3,86.6,71.3,,77.1,80.6
1.0,7.9,70.9,5.5,7.9,71.6,6.0,7.8,81.5,0.2,7.5,84.2,0.02,,50.5,96.7,80.6,66.5,,75.7,80.6
1.0,7.7,55.7,6.5,7.8,62.5,6.0,7.8,66.7,0.5,7.6,76.1,0.25,,53.1,92.5,,34.4,,58.5,76.0
1.2,8.0,65.2,5.2,8.1,65.8,8.5,7.9,80.0,0.4,7.5,88.4,0.05,,67.1,95.3,85.2,73.1,88.7,79.3,85.6
1.0,7.7,75.0,4.5,7.7,74.6,7.0,7.7,80.8,0.4,7.4,84.8,0.0,4.6,55.9,94.3,85.5,76.6,87.0,81.7,82.8
1.2,8.0,75.4,7.0,8.0,77.8,8.0,7.8,80.4,0.3,7.6,90.6,0.0,28.9,63.5,96.9,84.8,63.8,89.4,,89.0
2.0,7.8,67.8,4.0,7.8,76.5,3.0,7.7,74.0,0.8,7.6,91.7,0.02,16.4,38.3,73.3,81.1,73.7,87.8,79.9,86.2
1.2,8.2,72.0,0.4,8.0,71.2,4.5,7.9,72.9,1.0,7.6,78.7,0.02,25.2,43.3,77.8,85.4,79.2,88.1,83.1,82.3
1.0,7.8,74.1,4.0,7.7,71.9,4.5,7.7,78.0,0.5,7.5,87.4,0.02,17.3,66.9,90.0,87.2,75.0,87.6,79.2,82.9
3.5,8.1,67.6,5.8,8.1,66.1,7.5,7.9,77.1,0.5,7.4,84.0,0.0,33.0,61.3,93.3,81.2,74.7,,85.5,88.7
1.5,8.1,68.4,5.2,8.0,69.6,6.0,8.1,80.4,0.4,7.7,82.1,0.0,19.1,58.9,93.3,91.0,76.3,92.2,82.4,86.3
2.0,7.7,67.9,4.0,7.7,68.1,4.5,7.7,74.5,0.7,7.5,74.1,0.05,26.3,41.5,84.4,74.6,64.7,84.4,67.1,72.2
1.2,7.6,68.4,4.5,7.7,69.7,7.0,7.7,73.3,0.6,7.6,84.1,0.02,,54.5,91.4,,75.0,,76.6,88.3
1.0,8.1,75.6,3.5,8.1,74.1,5.5,7.9,93.6,0.6,7.6,95.5,0.02,,59.5,90.0,,65.3,,78.1,77.4
3.0,7.8,68.5,5.0,7.8,62.3,7.5,7.7,68.3,0.4,7.6,93.3,0.0,,70.3,94.7,,79.8,,82.4,92.3
0.35,7.6,54.4,4.5,7.5,55.3,3.0,7.6,48.6,0.2,7.5,51.8,0.03,,62.8,93.3,,62.5,86.7,71.8,87.5
1.4,7.9,76.5,4.0,7.9,70.8,4.5,7.9,72.9,0.3,7.6,80.6,0.0,,50.0,94.4,85.9,73.6,86.7,79.4,89.4
1.0,7.8,65.5,5.5,7.9,71.3,4.0,7.8,81.6,0.2,7.5,77.4,0.01,32.6,62.4,95.0,81.3,59.9,87.5,71.8,85.9
3.0,7.8,67.8,5.2,7.9,66.1,5.5,7.8,80.0,0.3,7.5,82.0,0.0,13.2,57.6,95.5,85.3,70.4,85.0,77.2,83.3
1.2,7.6,74.2,4.5,7.5,81.8,4.0,7.5,87.2,0.2,7.4,84.0,0.02,38.2,46.6,95.0,84.9,61.1,89.4,73.8,86.6
2.0,7.8,70.8,8.0,7.9,65.7,8.0,7.8,80.0,0.4,7.5,86.7,0.02,,62.7,95.6,75.9,59.1,,82.7,85.0
3.5,7.8,72.3,5.0,7.9,77.8,4.5,7.8,90.2,0.2,7.5,83.7,0.02,,67.5,95.6,77.3,54.5,86.9,74.0,79.3
1.0,8.1,66.9,6.5,7.9,69.7,5.4,7.9,72.0,0.3,7.5,83.3,0.05,,62.1,94.4,83.9,68.6,87.8,81.1,85.1
3.5,7.9,70.8,6.5,7.8,71.1,4.5,7.7,82.0,0.5,7.5,84.1,0.05,40.7,45.7,88.9,82.6,58.3,88.9,71.1,88.5
17.0,7.7,63.7,7.5,7.6,62.8,9.0,7.7,70.1,1.3,7.5,80.6,0.01,20.9,61.0,85.6,85.5,79.6,,82.5,87.7
3.5,7.8,74.0,5.0,7.7,78.3,4.7,7.6,75.0,0.4,7.4,85.0,0.05,37.7,47.8,91.5,86.3,76.6,91.6,85.4,90.0
4.5,7.8,68.9,4.5,7.8,75.0,5.5,7.8,83.0,0.2,7.4,85.4,0.05,25.9,55.8,96.4,82.6,75.9,86.8,81.2,80.7
1.7,7.8,67.1,4.0,7.8,69.8,3.5,7.8,74.5,0.7,7.5,77.8,0.05,9.2,40.7,80.0,84.4,74.8,84.7,78.3,82.9
3.5,7.8,62.4,3.2,7.8,66.7,5.0,7.9,69.8,0.5,7.5,81.6,0.05,24.0,48.0,90.0,82.6,70.1,81.9,71.5,79.6
1.75,7.7,69.7,2.7,7.7,68.8,2.5,7.7,72.3,0.6,7.4,77.8,0.05,15.6,41.3,76.0,85.5,72.7,85.8,74.0,79.5
1.8,7.9,72.0,4.0,7.9,75.9,3.7,7.8,79.1,0.4,7.5,82.5,0.01,36.5,50.6,89.2,85.0,68.9,89.4,74.6,86.0
1.0,7.7,77.8,3.2,7.6,73.5,3.8,7.6,85.1,0.5,7.4,90.5,0.05,5.5,43.4,86.8,87.6,80.1,88.5,82.6,87.0
2.0,7.9,73.7,4.5,7.9,67.1,4.5,7.8,76.3,0.4,7.4,84.6,0.02,29.0,53.7,91.1,80.3,69.2,81.4,76.3,82.9
5.0,8.0,73.5,3.5,8.1,65.9,3.5,7.9,76.8,0.4,7.6,86.2,0.0,15.0,38.5,88.6,84.7,85.6,89.1,88.3,82.5
5.0,7.9,53.9,4.0,7.7,52.8,4.5,7.8,68.9,0.4,7.5,75.0,0.0,,64.0,92.2,91.3,75.9,87.9,82.9,91.2
4.5,7.7,68.4,2.5,7.7,68.8,3.5,7.8,70.9,1.0,7.4,88.2,0.0,8.5,31.3,71.4,87.4,63.8,87.2,67.6,89.2
2.0,7.6,60.6,4.5,7.6,69.9,3.5,7.6,69.8,0.4,7.3,70.0,0.0,5.7,36.1,88.6,86.6,62.0,87.6,66.3,89.4
3.5,7.5,45.2,7.3,7.5,42.2,7.5,7.5,68.4,0.5,7.3,72.0,0.05,62.7,82.6,94.0,75.3,68.2,91.5,87.1,95.0
10.0,8.1,49.3,3.7,8.0,50.8,3.5,7.9,72.2,1.3,7.5,90.9,0.05,9.7,57.1,62.9,85.5,81.0,86.6,84.2,92.7
2.0,8.1,58.1,2.5,8.0,54.8,4.6,8.0,72.2,0.7,7.5,76.9,0.0,18.6,56.5,84.8,85.6,74.9,84.7,76.7,84.9
1.75,7.8,71.4,2.3,7.8,64.9,4.5,7.8,72.7,0.6,7.6,,,,51.8,86.7,,,,,
1.2,7.8,51.9,3.5,7.8,56.4,3.5,7.7,78.9,0.2,7.7,80.8,0.05,32.8,65.5,94.3,76.4,63.0,85.4,76.1,88.0
1.2,7.8,58.5,2.3,7.8,53.1,2.5,7.8,70.5,0.4,7.8,73.7,0.01,18.1,54.2,84.0,88.1,73.0,91.3,77.6,88.4
2.0,7.3,62.5,5.5,7.8,56.5,4.0,7.6,63.0,0.3,7.9,78.9,0.01,50.0,50.0,92.5,81.0,70.2,90.4,82.4,90.1
1.0,7.9,25.5,24.0,7.8,25.4,35.0,7.7,65.7,0.3,7.8,81.0,0.05,33.3,89.9,99.1,87.8,75.5,89.9,82.7,97.9
1.0,7.9,61.9,4.7,7.8,49.4,7.5,7.8,68.6,0.3,7.9,78.3,0.01,36.9,70.7,96.0,83.0,77.1,88.4,85.0,90.9
1.0,7.6,65.6,5.5,7.6,53.6,6.5,7.7,64.7,0.3,7.6,76.8,0.05,46.9,63.0,95.4,87.4,52.7,93.3,73.9,90.2
1.5,7.4,54.5,5.5,7.4,46.5,6.5,7.5,51.3,1.5,7.5,74.1,0.1,46.0,53.5,76.9,79.5,58.4,87.7,71.9,79.5
0.6,7.8,58.9,6.5,7.8,51.1,7.0,7.8,65.6,0.8,8.0,70.0,0.05,59.3,63.6,88.6,87.1,68.8,92.0,84.1,93.2
2.0,8.0,35.9,5.0,7.7,32.8,13.0,7.9,53.2,0.6,7.9,74.3,0.02,71.7,84.6,95.4,66.7,37.3,77.6,60.5,96.1
1.4,7.9,27.4,7.5,7.9,30.0,12.5,7.9,48.3,0.6,7.8,61.8,0.02,45.0,82.4,95.2,82.0,66.0,90.9,78.8,98.0
1.2,7.8,53.4,5.0,7.8,43.4,11.0,7.7,61.4,0.4,7.6,65.3,0.0,65.6,79.0,96.4,82.5,71.6,87.4,79.0,91.8
3.0,7.7,22.8,4.0,7.6,26.7,7.5,7.6,47.6,0.5,7.6,68.8,0.0,36.9,78.4,93.3,78.2,66.5,84.1,77.2,96.5
1.5,7.7,52.8,3.0,7.8,47.6,5.0,7.7,56.7,0.3,7.8,71.3,0.02,55.5,63.4,94.0,78.9,57.0,88.4,73.5,85.2
1.0,7.5,50.8,3.0,7.6,44.3,6.0,7.6,50.6,0.4,7.3,69.1,0.0,42.6,59.0,93.3,,,,,91.5
1.0,7.6,80.6,5.5,7.7,56.4,7.0,7.7,65.8,0.6,7.7,73.0,0.02,56.4,63.9,92.1,76.8,67.1,83.7,78.4,90.7
1.0,7.5,63.6,5.5,7.6,50.5,7.5,7.7,70.0,0.4,7.7,87.3,0.02,60.7,74.2,94.7,87.4,60.2,94.4,77.6,94.9
6.0,7.6,62.7,4.9,7.7,50.0,10.0,7.6,59.0,0.3,7.7,70.6,0.05,45.9,72.3,97.0,82.9,53.3,89.8,74.1,92.8
8.0,7.9,57.3,7.0,7.9,50.5,11.5,7.9,68.5,0.3,7.8,91.7,0.02,48.7,75.2,97.8,89.1,79.6,92.2,86.1,96.0
8.0,7.7,53.7,5.8,7.9,57.5,8.5,7.7,79.5,0.2,7.7,83.3,0.0,43.0,74.7,97.6,90.1,79.4,92.9,87.1,95.5
1.2,7.5,64.1,2.8,7.5,63.3,3.0,7.5,77.8,0.2,7.7,76.5,0.0,35.1,58.7,95.0,86.1,72.5,91.5,84.1,90.8
3.0,7.8,69.8,3.5,7.8,65.4,4.0,7.8,76.9,0.2,7.9,80.0,0.0,43.7,62.5,95.0,,64.8,,73.6,88.4
7.0,7.7,31.5,22.0,7.8,36.4,12.5,7.9,57.4,0.2,8.0,73.3,0.0,36.3,81.1,98.4,88.1,73.3,93.8,91.6,98.5
1.2,7.8,65.5,5.0,7.8,55.6,4.5,7.9,57.1,0.2,7.8,75.0,0.0,46.0,61.1,96.7,82.2,77.4,89.6,86.8,94.8
0.7,7.9,62.5,4.5,7.8,55.6,6.0,7.8,70.6,0.1,8.0,66.7,0.0,34.7,68.5,98.3,89.8,76.7,92.9,83.4,92.2
0.8,7.7,61.0,3.0,7.8,64.6,3.0,7.8,72.9,0.1,7.9,66.7,0.0,41.0,61.5,96.7,85.5,71.9,90.3,79.0,90.9
1.0,7.6,67.9,6.0,7.6,67.2,5.5,7.5,80.0,0.2,7.5,73.2,0.5,45.2,66.4,96.4,83.8,63.4,90.9,76.1,81.2
3.0,7.7,60.4,7.0,7.7,60.3,6.5,7.8,70.7,0.8,7.6,74.2,0.3,18.3,57.4,87.7,85.1,73.3,89.9,84.4,86.6
1.2,7.9,66.1,6.5,7.9,62.8,9.5,7.9,77.3,0.2,7.7,80.3,0.1,53.7,71.8,98.4,80.9,56.2,89.2,68.3,78.1
1.4,7.8,67.4,4.0,7.7,62.3,5.5,7.7,80.0,0.3,7.6,81.0,0.05,42.3,62.3,94.5,75.6,52.2,84.1,65.8,75.6
3.0,7.5,61.8,4.0,7.5,64.5,5.0,7.5,76.7,0.2,7.4,83.1,0.1,47.4,59.8,96.0,62.2,30.6,86.5,60.3,66.2
0.6,8.1,38.4,5.0,7.8,38.7,11.5,7.8,70.9,0.4,7.8,90.7,0.05,42.0,84.1,97.0,93.0,,95.0,81.8,94.4
1.5,8.1,54.4,2.5,8.0,65.4,3.5,7.9,60.4,0.2,7.8,74.1,0.02,43.0,70.4,94.3,84.3,69.1,89.3,72.6,80.0
1.0,8.0,65.4,5.5,7.9,64.8,5.5,7.6,74.6,0.5,7.5,84.4,0.0,48.7,45.4,91.8,87.9,73.9,93.2,80.7,84.6
0.8,7.7,61.0,5.5,7.7,53.1,5.0,7.9,69.8,0.2,7.7,77.1,0.02,45.3,66.4,96.0,86.5,73.7,91.2,83.2,80.5
1.2,7.9,62.5,7.0,7.9,55.6,10.0,7.7,71.4,0.1,7.6,76.5,0.0,42.5,70.8,99.0,78.5,59.9,85.3,71.1,82.3
1.2,7.9,59.3,3.0,7.9,58.4,2.8,7.8,76.9,0.1,7.7,88.0,0.0,38.4,56.2,98.2,76.1,65.1,90.1,73.0,84.6
0.6,8.0,61.3,6.3,8.0,65.5,5.0,7.8,63.8,1.5,7.7,84.1,0.0,67.4,37.3,70.0,83.6,72.1,89.4,82.2,91.1
0.7,7.8,57.4,4.5,8.0,58.9,7.0,7.8,55.7,0.2,7.7,86.8,0.0,54.2,21.2,97.1,90.4,71.7,91.4,78.6,90.6
1.2,7.8,56.5,6.5,7.8,57.9,7.2,7.8,77.6,0.2,7.6,75.0,0.0,,67.8,97.2,,76.9,,84.6,91.9
2.5,8.0,59.7,7.5,7.9,63.2,9.0,7.9,72.6,2.0,7.8,78.9,0.0,,58.0,77.8,,76.3,94.5,80.7,93.4
0.8,7.7,65.7,5.0,7.6,58.9,6.0,7.8,65.3,0.2,7.7,50.0,0.0,48.7,56.3,96.7,93.8,63.3,97.0,75.2,93.8
1.5,7.8,63.5,3.5,7.7,61.0,4.5,7.7,76.9,0.4,7.7,83.3,0.0,23.1,50.5,91.1,90.7,77.4,92.5,86.4,90.6
2.0,7.7,57.6,4.0,7.7,45.8,3.5,7.8,73.8,0.2,7.8,69.2,0.0,64.5,64.4,94.3,85.3,81.6,95.4,87.5,92.9
1.0,7.6,30.4,3.0,7.7,29.1,4.0,7.6,63.0,0.2,7.6,59.0,0.0,25.2,73.3,95.0,77.9,55.6,85.3,60.1,87.7
3.0,7.8,32.9,3.0,7.8,32.6,4.0,7.9,52.0,0.3,7.8,77.1,0.0,39.0,70.9,93.8,89.2,83.5,92.5,84.6,95.2
1.0,7.9,55.6,3.0,7.9,60.0,2.5,7.9,76.3,0.3,7.7,75.0,0.0,37.9,62.0,90.0,78.8,58.1,90.9,67.0,86.7
1.2,8.4,57.7,3.3,8.0,60.9,3.5,8.0,77.5,0.2,7.9,80.0,0.0,27.0,71.0,94.3,86.2,71.7,88.1,78.1,90.4
0.7,7.6,46.5,2.5,7.7,46.9,2.0,7.7,78.9,0.1,7.7,87.6,0.0,51.4,60.4,95.0,83.3,55.7,87.1,58.5,87.8
1.2,7.8,45.5,1.5,8.0,44.2,1.3,7.9,61.9,0.3,7.6,68.8,0.0,26.3,51.2,80.8,75.5,74.4,81.8,78.8,90.9
1.0,8.1,56.8,2.3,8.1,63.2,2.5,8.0,77.1,0.2,7.9,82.5,0.05,27.1,53.9,94.0,67.0,41.8,75.9,55.6,75.3
2.0,7.9,48.2,11.0,7.9,49.2,4.0,8.0,67.4,0.4,8.0,82.4,0.0,28.1,63.5,91.3,86.4,85.5,93.3,92.6,96.3
2.0,7.9,71.9,3.5,7.8,71.8,3.5,7.7,72.5,0.7,7.6,89.5,0.02,33.2,34.6,80.0,86.6,73.3,91.5,81.0,89.3
5.0,7.8,38.1,4.0,8.0,33.9,3.5,8.0,57.1,0.0,7.7,78.1,0.02,19.6,71.8,100.0,87.2,58.4,88.5,67.2,93.2
1.5,8.1,37.0,6.0,8.0,37.9,5.5,7.9,75.0,0.7,7.7,69.2,0.02,21.7,69.7,88.2,89.7,78.5,90.2,79.8,96.1
2.0,7.7,58.0,3.5,7.8,58.3,4.0,7.7,78.9,0.3,7.5,100.0,0.0,28.8,60.4,92.5,91.5,76.2,93.1,79.1,93.8
2.0,7.9,64.1,3.1,7.9,65.1,5.9,7.9,78.2,0.7,7.7,92.9,0.0,40.8,56.3,88.1,87.4,61.4,89.5,63.5,91.0
1.75,7.9,53.5,3.5,7.9,59.7,4.6,7.6,71.2,0.5,7.8,86.4,0.0,37.0,61.2,89.1,87.7,68.1,89.6,71.3,87.8
1.5,7.9,77.0,3.5,7.9,93.5,3.7,7.8,96.9,0.4,7.7,100.0,0.0,25.7,48.4,89.2,81.5,67.4,83.5,77.2,91.0
3.0,7.8,41.7,5.0,7.8,42.1,7.5,7.8,47.2,0.4,7.6,66.7,0.02,42.9,75.2,94.7,84.6,69.3,90.0,87.0,94.9
0.8,8.1,63.0,3.0,8.0,65.7,3.5,8.1,70.2,0.4,7.8,76.4,0.02,,59.3,88.6,78.2,74.9,84.3,80.8,88.0
2.5,7.8,58.4,2.0,7.7,69.8,2.0,7.8,66.7,0.4,7.7,87.5,0.0,48.8,30.2,80.0,90.8,77.9,95.5,77.5,92.1
6.0,7.2,64.7,,7.3,67.8,,7.3,81.4,,7.4,73.7,,44.7,52.2,,90.9,77.4,93.3,83.2,88.8
1.4,7.5,62.2,3.0,7.5,60.3,2.0,7.5,76.9,0.3,7.5,72.7,0.02,51.3,46.6,85.0,80.4,80.7,90.2,83.1,85.1
1.2,7.5,68.9,2.0,7.7,70.0,2.3,7.7,81.0,0.2,7.6,83.6,0.03,11.2,38.3,91.1,79.7,83.2,82.0,85.9,81.0
1.2,8.1,66.7,7.0,7.9,73.6,5.5,7.8,75.6,0.3,7.6,76.7,0.05,50.2,57.5,94.5,87.8,72.1,88.4,77.2,86.2
0.7,7.8,69.3,3.0,7.8,75.0,2.5,7.7,75.6,0.2,7.7,79.3,0.02,13.5,48.8,94.0,75.3,51.3,74.2,56.6,72.7
0.7,7.7,60.0,3.0,7.8,38.0,2.5,7.8,,0.3,7.8,,0.02,15.6,,88.0,88.1,68.9,91.7,76.8,
15.0,7.5,39.4,2.0,7.6,46.5,1.8,7.6,67.7,0.3,7.3,80.0,0.0,42.5,64.0,86.1,87.7,74.2,88.0,75.9,91.5
0.6,7.7,61.3,2.6,7.8,52.0,3.0,7.8,61.8,0.3,7.7,64.3,0.1,17.6,54.7,91.7,84.4,69.0,89.5,72.7,77.4
1.5,7.9,56.3,4.0,7.9,53.2,3.5,7.9,69.7,0.3,7.6,76.0,0.02,56.0,70.3,91.4,80.2,45.7,92.9,71.9,90.3
1.0,7.8,50.0,3.3,7.8,51.5,3.0,7.8,71.8,0.2,7.7,74.2,0.05,60.4,59.8,93.3,65.6,42.6,88.2,77.7,73.9
1.0,7.9,48.1,6.5,7.9,43.2,6.0,7.9,77.8,0.4,7.6,73.6,0.5,42.3,76.3,94.2,80.7,49.9,88.2,60.8,79.3
3.0,7.8,71.2,4.0,7.9,67.1,8.0,7.8,69.6,0.4,7.7,81.6,0.2,38.5,60.0,95.6,77.8,31.0,83.5,48.0,64.4
2.0,7.6,64.4,3.5,7.6,75.8,2.5,7.4,78.8,1.0,7.4,81.1,1.5,53.8,16.1,60.0,74.4,42.3,81.5,39.7,58.0
1.0,7.3,57.4,4.0,7.3,58.8,4.3,7.3,64.5,0.1,7.4,70.0,0.0,50.6,69.6,97.6,88.9,67.6,93.4,83.4,94.7
0.75,8.1,55.6,6.5,8.0,49.2,5.0,7.9,72.7,0.2,8.0,70.5,0.0,31.9,73.8,96.0,78.5,73.7,85.0,83.6,90.3
3.5,7.6,27.7,4.5,7.8,28.8,5.0,7.8,56.4,0.1,7.9,68.8,0.0,24.5,81.3,98.0,88.6,66.5,90.1,79.4,96.6
1.25,7.7,54.8,3.5,7.9,56.5,3.0,8.1,65.7,0.2,8.1,73.3,0.0,37.2,62.0,95.0,86.7,67.5,89.7,77.0,91.1
0.9,7.7,53.8,3.5,7.8,58.1,3.0,7.9,72.7,0.3,7.9,50.0,0.0,28.0,61.6,91.7,90.5,69.8,92.9,78.0,91.0
0.8,7.7,61.4,4.0,7.7,59.2,3.5,7.7,63.9,0.3,7.8,68.8,0.0,31.8,63.3,91.4,88.3,70.1,92.0,80.6,90.9
4.5,7.5,46.9,4.2,7.4,47.9,3.0,7.5,75.6,0.2,7.6,74.1,0.0,5.9,65.5,93.3,81.1,54.6,83.9,66.6,89.5
5.0,7.8,53.6,4.5,7.8,54.2,3.3,7.8,64.1,0.2,7.6,70.0,0.0,52.7,66.9,93.8,73.6,69.0,90.3,79.5,90.9
12.5,7.8,44.8,4.5,7.9,54.8,5.0,7.9,64.9,0.2,7.8,76.9,0.0,50.0,64.4,97.0,69.7,35.8,85.7,66.0,90.3
2.5,7.7,46.8,3.5,7.7,55.2,3.5,7.8,72.9,0.2,7.9,68.9,0.0,20.7,61.6,94.3,86.9,63.1,89.6,68.4,91.9
2.5,7.7,58.1,5.5,7.7,63.5,4.5,7.8,71.2,0.2,7.8,76.9,0.0,41.2,58.7,95.6,76.3,64.5,85.7,74.0,89.5
1.75,7.6,63.8,5.3,7.6,61.5,5.0,7.8,75.6,0.2,7.8,75.3,0.0,52.6,69.6,96.0,85.8,71.3,92.1,82.7,94.7
1.0,7.7,,3.0,7.7,68.4,2.5,7.7,,0.5,7.8,76.0,0.0,7.7,67.4,80.0,83.3,66.8,88.0,74.8,89.0
1.0,7.9,55.3,4.0,7.8,54.7,5.5,8.0,66.7,0.4,8.0,78.1,0.0,37.4,71.7,93.6,86.6,72.8,91.5,84.0,92.0
2.5,7.9,43.4,3.5,7.9,48.1,4.0,7.9,51.2,0.2,8.0,53.3,0.0,33.7,68.7,96.3,83.6,74.1,90.1,81.7,93.4
1.0,7.7,52.8,8.0,7.7,54.2,8.0,7.7,89.7,0.2,7.9,93.3,0.0,61.1,78.2,98.1,85.2,61.8,93.8,79.5,95.7
1.2,7.8,56.4,6.0,7.8,58.2,8.0,7.9,63.5,1.7,7.9,79.4,0.02,50.2,55.0,79.4,76.5,70.4,87.4,84.4,91.0
2.0,7.7,53.7,6.0,7.8,54.1,8.0,7.9,45.9,1.8,8.0,72.3,0.0,42.6,62.4,77.5,87.1,70.5,92.6,82.9,93.2
4.5,7.6,51.8,4.5,7.7,57.0,3.5,7.7,62.9,0.8,7.9,66.7,0.05,42.6,51.4,77.1,82.9,,89.7,,90.6
1.5,7.4,64.7,4.5,7.6,60.6,6.0,7.6,72.1,0.2,7.6,76.8,0.02,48.6,69.7,96.7,82.7,61.9,93.3,73.5,83.6
