dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,ns_ratio
30,0.0258837688257487,0.1245606895868623,0.8035774137061197,0.1140770240427324,0.0351459545966912,0.046694410316979,0.7691928290130138,27.01314238901342,1.544295479659881,0.1258455875669715,0.0284747630592527,0.0361260929124605,27.220688334928948
31,0.1694844988026025,0.2897368870260758,1.2858206358135864,0.2614213541962434,0.0221309176563578,0.0144876030251705,0.9919924034538556,41.4511999533416,2.2538814666092204,0.2580029385369136,0.0239315726582213,0.0187490123310358,52.72904882504081
32,0.1678396038187289,0.2569184543149945,0.732619612010091,0.742296096037122,0.1557294276251152,0.2266018883893584,0.7603971182966424,64.21501708602469,1.4811753082717918,0.7359177720440377,0.0118414220349421,0.0172479463668107,60.86922565957401
33,0.0001861727436605,2.720831203581845e-20,0.2526829229281309,0.4764128882979629,0.0318327377137422,0.0876484037276954,0.9809470132751208,22.92624481060993,1.190842858712866,0.4083561266244471,0.0427870774903857,0.131171586600478,4.905589672136614
34,-2.6242775478189832e-05,3.401039004477307e-21,0.0466867673183655,0.3476472112230236,0.0013491185775934,0.0139524331496817,0.4473360444854856,252.41681836192825,0.492250600081239,0.3337239916213128,0.0017722117226122,0.0150875586738924,25.343786536718127
35,0.0309342717929204,0.0602132304274611,0.8008033728697342,0.0814409235822196,0.0632098829560663,0.0778179430415283,0.960362270315478,18.269740107451955,1.708599910740898,0.0992970874068251,0.0525657324443143,0.0689553533862911,14.234323496168685
36,0.0289897520929828,0.0799164459540215,0.9653338876228168,0.7491938452237247,0.0217703323157927,0.0875844462206475,0.3095434291503252,35.21388773757655,1.2660869374927537,0.7423896487641678,0.0087903792803886,0.0106920400169835,108.8170917125814
37,0.1687727555507305,0.2897195605050746,1.9012998109554524,0.8713417038119162,0.0461941269696239,0.0233676580340344,0.3732315518923251,4.583368586696602,2.19309965059674,0.8370344698036389,0.0814317122510381,0.0618611684321758,22.348395341290548
38,0.0065582251544179,0.0211231727310313,0.5504586984980427,0.3265463268421737,0.0026077496738092,0.0034391535857947,0.8999049782658519,442.8208485998348,1.4483314667152685,0.3267050342361966,0.0020322100486263,0.0027382777900496,269.86702915877567
39,0.021636199690347,0.0555090710808592,0.6781883686941748,0.5084363124766906,0.0291905810797146,0.0277919719701773,0.9910760598382222,27.8610918574265,1.6336923818620843,0.4585510815551235,0.0355720466703119,0.0548471946348331,18.06520518708822
40,7.892242129273735e-05,0.0,0.1215165782060728,0.2791294994672855,0.0230886748962312,0.0690269237458496,0.9852281360342516,66.45089772948488,1.0919183060246669,0.2517768149436356,0.0148264082156575,0.0284702408734634,7.195955246783549
41,0.0018130249361704,0.0039018454300012,0.1115943878778428,0.1778457942221137,0.0106401167578705,0.0338522962044233,0.3659236509002231,83.71561320526004,0.4731470064593629,0.1744937494286014,0.0043710323187029,0.0103425441523053,24.53044217960812
42,0.3999999961014013,0.2754307058468357,0.3323099026935137,0.5148122875647143,0.3369476494510859,0.2525996238941177,0.8589810370425963,326.8339726545538,1.1886627520049942,0.5107407256727337,0.0026281877311159,0.0040715618919806,125.4407023741822
43,0.0052801435868655,0.0129334000746905,0.376113562166749,0.6487516504467837,0.0347897052544333,0.0598170856718859,1.0,15.08268466806271,1.3098123683138083,0.5328488977144146,0.0663011938529405,0.160326185869963,4.672802257542877
44,0.1003633792852489,0.0720569497506995,1.00166631581444,0.548326465680854,0.0339223835256432,0.0341434476650305,0.9998900524545516,15.470028173607531,1.9369223520129384,0.4449560936255931,0.0646340162560532,0.1121571105662759,14.49751003939244
45,0.0153384202917779,0.0309675658396111,0.5667906024092388,0.1604645254957152,0.0751321311454122,0.1545854694482274,0.954434002924965,14.13026651832475,1.4536792408014672,0.106579538931905,0.0675453645327364,0.1353811973029747,7.391258324389372
46,0.0005247982301297,0.0016549159021432,0.0710387111918736,0.1753694191144165,0.0034340055237592,0.0050260977602451,0.9858472054350104,313.55119719270306,1.053741781907382,0.1734870208722979,0.003144134719502,0.0036018663895104,21.594041772842505
47,0.1565332619385109,0.2344775137086797,0.5586329011905156,0.5407897714277096,0.1849219230334646,0.2217958558035149,0.9709505944546688,30.64937143381864,1.4979041968852975,0.5166751348676188,0.0316792987598864,0.0468126250673349,16.634004635793225
48,0.1452770392413683,0.1325714512886228,1.4793939763839616,0.768315406731702,0.1294520468775849,0.0992209648174069,0.9327076126690368,4.465173707469264,2.203216633220525,0.6536990419455486,0.2088849558324729,0.1673104746290943,6.082338555632722
49,0.0088812754316175,0.0169861113499971,1.0558062451952848,1.2941353967303653,0.0130390874968108,0.0228624587758839,0.794432350758128,7.7668980554765055,1.7479542161297368,1.042215381168071,0.1022843798236758,0.2621979975429745,9.322262764024666
50,0.2457084453863353,0.2337031307327073,0.7814785007914704,0.6899028088362197,0.2207026313585867,0.2300528630817623,0.5547781633412736,14.351538318258388,1.2976003089017878,0.6567385479484368,0.038656355230956,0.0737203847334255,19.21604199678044
51,0.0545453818181718,0.2077739798502019,0.825011210824177,0.1827698294295183,0.1078188625894733,0.1900246877627245,0.9886994082884974,11.56072827985257,1.7281883765380823,0.1668431523529638,0.085522242574592,0.1543270112957693,8.646744355476962
52,0.0230883621726867,0.0938345407899107,0.9191690446574526,0.9253623305853456,0.039867421165005,0.0451888333808433,0.9910760598382222,21.471953386639115,1.8640883323570523,0.9122613580214332,0.0461567721386223,0.0424250649017374,18.914066822023813
53,0.1531915238283181,0.1846302390560487,1.068831812693399,0.6612249746685683,0.1217054696272399,0.2129176979934915,0.954434002924965,49.52409437474912,2.003993701408607,0.658200807059009,0.0192721142097573,0.0195242056243111,54.460018608246834
54,0.3047573234767893,0.3477692626037256,1.5110681396407026,0.6822664202688846,0.0856269129751903,0.0841996703119918,0.8665718875829345,6.702063950621604,2.2483407704622094,0.6494433805744719,0.1292992567614281,0.0922570284373713,10.686595712060395
55,0.1685854163741527,0.2353532395221514,0.3980802927209353,0.5364292221968743,0.1484549281449405,0.2110884655177432,0.7922141121667599,39.70843687385092,1.1703436293211946,0.5183715412685412,0.0199507755665006,0.0408853669030752,18.95312369657204
56,0.1704354706844519,0.2347793771298228,0.3980802927209353,0.5364292221968743,0.1484549281449405,0.2110884655177432,0.7922141121667599,39.70843687385092,1.1703436293211946,0.5183715412685412,0.0199507755665006,0.0408853669030752,18.95312369657204
57,0.1360547766957881,0.2122439276357947,1.0929572828105651,1.2544480836944618,0.145833868375041,0.221284158567912,0.994895565826714,63.9134825211704,2.0722865623611844,1.239108913145106,0.0155662862760947,0.0219000827339645,69.21310436060975
58,0.0005660339109848,0.0,0.3429869649062532,0.7029664764256414,0.0052637300656816,0.0141208724862684,0.5923330028993273,90.64408108006964,0.928785255380441,0.6916986844618733,0.0065347124251399,0.0146877860230104,51.48692560467279
59,0.004189279650719,0.0192841305315321,0.3429869649062532,0.7029664764256414,0.0164290962804422,0.0995704097250877,0.2140192399936788,33.773847055872764,0.5506693715614137,0.6948841265069197,0.0063368333385184,0.021483246520657,53.125924824534174
60,0.0034247343056639,0.015269401512793,0.3429829569118998,0.7029509915849971,0.0136658861425285,0.0780377825001507,0.2555855667489857,40.14427863372406,0.5922018488706634,0.6948307773599426,0.0063666747902221,0.0198348462000892,52.87159988737714
61,0.0162384607704176,0.0458745119804797,0.3429829569118998,0.7029509915849971,0.0232749126675639,0.1472860443495954,0.1593500626856344,21.934785693164372,0.495068300219159,0.6926623876480037,0.007264719378375,0.0270721134868024,46.21214117820727
62,0.0432818151454146,0.1382758188705184,0.2077096560250006,0.3030773354658219,0.2000470117419504,0.2357525104700666,0.8147658848086416,55.14198195979879,1.0076997591904897,0.2802000761569109,0.0147757816431525,0.0500376553586174,13.057439466917058
63,0.1469505389979782,0.2076389234402427,0.699024097034098,0.7101449026240352,0.0614396843549685,0.1083923839463771,0.9554189905653108,17.08071198250743,1.5985075392719288,0.6472856916859672,0.0559355483274799,0.0898553741148907,11.496956192180235
64,0.1051486885126342,0.1813856595128797,0.5944135632878108,0.7395596252314789,0.1196358641217259,0.1726384096221369,0.9737326459226808,12.429044861458348,1.4898028886435055,0.6396294855100592,0.0783433205669859,0.1418637589258463,6.5872909009462886
65,0.0500227617172089,0.1368715672649533,0.741494550298377,0.8143756958036836,0.1047936046039395,0.1599685691629584,0.9981776939539824,8.901139342507069,1.6275318029509611,0.6859464871132148,0.1121404413013984,0.1807846297487633,5.612195758223131
66,0.1657491518953735,0.1110346136116787,2.243884484321616,0.1404722053062552,0.1046292591283399,0.0622262762105657,0.9244571409964928,2.641692318159008,2.8183927934114674,0.2075784108064081,0.3499488319066414,0.2243278486546483,5.412035931356486
67,0.1091927123299852,0.1889855803600817,0.5514521216707133,0.6991360229258332,0.0807782607587953,0.1593801239562283,0.9116539980612604,38.28052627147919,1.4392910344430214,0.6779121667958891,0.0238150852889524,0.0384467227935021,22.155580380244395
68,0.0993464541285231,0.1137607671641258,1.7701977044494923,0.8093809186634403,0.0897811305191421,0.0646895424983123,0.9244571409964928,3.474585577432441,2.428592283337607,0.6784924832999657,0.2660625621083778,0.2426004826211474,5.653313756064714
69,0.1442721805995405,0.2394686043909742,0.5338004002850969,0.6096073878908828,0.1223885778893642,0.2032864016532263,0.5813214987637029,67.1677299021523,1.1064671254006424,0.6049345655418242,0.0086547736481574,0.0129783808137395,60.67699144838313
70,-6.250002346150688e-08,0.0,2.321928094887362,0.0,0.0404688774764453,0.0007287071829869,0.9955616408715736,8.028576247432698,3.1934874705764984,0.0042529911649096,0.1240022651824381,0.0042529911649096,17.724884512966185
71,0.1337525622804636,0.0082510436040846,3.5392069314938053,0.0647012606012272,0.0196475353015697,0.0243005080940778,0.7964999003057881,5.209851905589691,4.1828234265244415,0.254496417460232,0.1528834052751513,0.1897951568590048,22.14971284897881
72,0.002159055762482,0.0005409406064788,4.095938797495001,0.60878903067569,0.0008811332494663,0.0021077308904949,0.8936632139657561,85.31602913213258,4.979127271566549,0.6067701457474199,0.0104747398942079,0.0273861431108595,390.0301199707948
73,0.0020838947744854,0.0007077121272788,4.031650382752771,0.8210264355925259,0.0045829683441465,0.0082141906545111,0.9730662661337472,13.72664301701978,4.933827774969768,0.8023698397460779,0.0708888739167496,0.128660265270061,55.87282305383288
74,0.0597491784743176,0.0483186341293795,1.9774441910208744,0.0348189655918482,0.0331550649582804,0.035184400564447,0.9996868924868422,13.176454400895947,2.901261895783068,0.0781085255648686,0.0758691877246482,0.0820143655650253,25.063864004945
75,0.1085680147966256,0.1874465472702501,1.0138202259316134,1.048056260817302,0.0987259919145377,0.1734672735130963,0.9417258626620666,11.81687331416699,1.8758527689121485,0.9475428456334184,0.0796933196815313,0.1191240761526028,11.721520824869875
76,0.0930191250868485,0.0598221821912996,2.5820517171575026,0.0034749595918962,0.0518617141270315,0.0492014264745978,0.9998182469603428,4.496651672577688,3.3595226889091347,0.2430629528991201,0.2223472752087112,0.2446458960055074,10.61269781576501
77,0.0715049587430018,0.0652085705281331,1.2196305408281416,0.3118946674325319,0.1144624289801076,0.1354994832512217,0.9340680553754912,6.11120314158914,2.0008533980103684,0.2749942806638505,0.1528451981932642,0.2177019886246966,6.979514929124478
78,0.0749371324727043,0.1453303833429181,1.4735571693935674,1.1667313631777014,0.0584095160469903,0.1038068840263476,0.978070970973496,9.42573144766224,2.347862085031795,1.074690997690257,0.103766055335268,0.1223321519490659,13.200763097647927
79,0.0060757440360618,0.0273167505142707,0.4721583537379525,0.9060377920975122,0.0205024691430766,0.0530506604382326,0.9898335738965818,23.653677947970635,1.4201450074188346,0.8220712400520669,0.0418469202156996,0.0940651480588783,10.282989316877218
80,0.0080041083089829,0.0236545322524661,0.5373430856978298,0.3339811502714398,0.0159708095625567,0.0261304590928444,0.8778446951746506,77.2749965572112,1.4038277713702512,0.3291063347016126,0.0113600095022292,0.0180677790727938,46.30128840054088
81,0.2051143449907542,0.1473543494118701,1.6732922165223598,0.8517021947086961,0.2583929834442992,0.1210611759786224,0.9293179372497984,2.159788840535681,2.172328304080174,0.6918355660723398,0.430281849691984,0.209752740223948,2.8888282592449137
82,0.0209901289595782,0.0703673033639202,0.5349890064527311,0.4987845790857578,0.0107351010985894,0.013140770417853,0.9812579903566702,115.30284104085924,1.5077367295731503,0.4964882417089052,0.0085102672362509,0.0097244042081506,61.86394911006511
83,0.0055248741282697,0.0400431733877732,0.1689803740627752,0.2474555427539208,0.0241387488569003,0.0680584141970194,0.9771340293867936,64.30269107402172,1.1309185537414754,0.2281578454468065,0.0151958497080934,0.0284041654464251,10.120166184111133
84,0.0418198757097423,0.1386728496073734,0.1941511070753728,0.2467052103832227,0.0204578366273074,0.0470489409886697,0.9771340293867936,62.028462538784375,1.155532141959428,0.2325124362810894,0.0157529945027385,0.0255612287739027,11.324711155178854
85,0.0411954496034671,0.0719342968613114,4.739759948270256,0.0401577510558661,0.0038849005151048,0.004837210134252,0.9744894033980523,12.304979350859794,5.635054630928696,0.10088472032684,0.0791947207396135,0.1027660009200471,58.84944329628034
86,0.0256733438383769,0.0697192386742247,0.8571428571428571,0.0542678835574898,0.0383899848359968,0.0642011298518925,0.8810077539356892,26.08973842317568,1.7043822482208686,0.0606368872122525,0.0337683628576775,0.0644417463432737,24.383014887497787
87,0.1754988390576703,0.2343267988182979,1.25908917219705,1.2576257909867523,0.1707033082362968,0.1923005500183448,0.9539790391468632,6.524986184353747,2.0668642176198486,1.1605620603225577,0.1462039937240645,0.1849480652842855,7.611865791938413
88,0.0416744564236098,0.1387167945468022,0.0724449916021805,0.3148173137898958,0.008915365559452,0.0456090985999984,0.9539790391468632,120.12435397788792,1.0184824351645008,0.284344057142583,0.0079415955845429,0.0417440652110108,8.122221199878727
89,0.2303102355283402,0.0962862551613426,2.584753573810202,0.0001560872592192,0.0941169159023639,0.0306975589749021,0.9684069022981412,2.3500999978315837,3.1410899671122654,0.1450325788697561,0.4120705089960775,0.1449944085749669,5.272600240447701
90,0.1021712683539625,0.1800306441897436,0.9877139181780024,0.7728624666086161,0.046222623214163,0.1339231120335192,0.9933820990862128,118.6114850183091,1.9727209252658908,0.7670787855913846,0.0083750919983243,0.0089758184607205,116.93469473238216
91,0.1333332923589676,0.3457459199879759,1.250543055795941,0.4021983165669323,0.1874999678926251,0.2468552265085106,0.9182958340544894,4.70951552122115,1.9738515647388275,0.5210553315945244,0.1949873251116031,0.2266406206221524,5.41345818288537
92,-4.607143664676536e-08,1.5152290084340843e-09,1.5731203125901445,0.0167473830630502,0.1145104585835579,0.0927150510779306,0.99498482818597,5.346240233312811,2.3819958780486097,0.1203424685543071,0.1861092627275047,0.1370898516173573,7.452670702873384
93,-5.057143723426216e-08,4.8487327334647035e-09,1.5306390622295665,0.0433301773434461,0.1832199200081172,0.230250639358497,0.9886994082884974,3.657909700606229,2.2490476516592386,0.3748374151639225,0.2702908188588251,0.3315072378204767,4.662933978638137
94,-5.46666809296936e-08,1.885618211148381e-09,1.9874687506009636,0.0177218628535971,0.0603687635663273,0.0809612133766813,0.931562768480964,7.092371037831221,2.787684362607465,0.1937902556420588,0.1313471564744626,0.1760683927884616,14.131418174152712
95,-4.607143664676536e-08,1.5152290084340843e-09,1.5731203125901445,0.0167473830630502,0.0561287165717948,0.0699000624154297,0.954434002924965,10.156276031278455,2.433579516092016,0.1036436117682838,0.0939747994230935,0.120390994831334,15.73981027091784
96,-5.057143723426216e-08,4.8487327334647035e-09,1.5306390622295665,0.0433301773434461,0.2359788013722324,0.3262418544741469,0.9886994082884974,2.729115456635448,2.157060133819402,0.5448644486847581,0.3622783366986613,0.5015342713413123,3.225036131549686
97,0.3986253235590471,0.4667584602628612,1.1917436297257191,0.3329312389545932,0.0858613441802431,0.0088612796807242,0.9418285354475155,10.81632679701487,2.046497453663275,0.2986514758599478,0.0870747115099596,0.0342797630946453,12.68644936124086
98,0.1666666291666609,0.3892494895969914,1.292481250360578,0.3377282572571961,0.0772569095355866,0.0328640557358158,0.9182958340544894,8.102483168139093,2.097441972820458,0.259397710558283,0.1133351115946095,0.0995652631246618,10.40406739072776
99,0.0999999568333253,0.3077935203882385,1.4339850002884624,0.4308849475564832,0.0584242090065124,0.0406644732292485,0.887976319515135,12.465158721831548,2.2507246561291967,0.4068798060392075,0.0712366636744005,0.0640859513431776,19.12987310639276
100,0.1333332956666613,0.3457459186684123,1.1949875002403854,0.3020733364598508,0.0354166299468708,0.0623644407628698,0.9910760598382222,17.629265194945805,2.1298458987706166,0.2209604806996531,0.0562176613079912,0.1009535171261474,20.25644276971228
101,0.0277777292881867,0.0,1.556656707462823,0.0,0.090460494411594,0.0403512024482429,0.9934472383802028,6.3713915669684535,2.3941808279592367,0.0748204327052612,0.1559231178837892,0.0748204327052612,8.983488841103165
102,0.1884963147008678,0.2730472716915378,1.114094915802042,1.016774854598551,0.0806435396046311,0.1850203392956243,0.9798687566511528,69.00309438903018,2.079763312812412,1.004550254715201,0.0142003596407834,0.0135208938487236,77.4554014112687
103,0.195496259973919,0.2864091103170509,1.5579191112966175,0.0315619468868998,0.0354002090511145,0.0537287731399541,0.9953784388202258,17.892226574582885,2.4976656568658253,0.0802328051491143,0.0556318932510181,0.0827676013248595,27.004064220268194
104,0.0781108345483603,0.0571880506473213,1.5842495300504087,0.0012349014260407,0.0636710454610782,0.0740793614912818,0.9824740868386408,10.34907358678585,2.4717900869841984,0.1115856415355829,0.0949335299048512,0.1120025025596412,15.687987180485647
105,0.1981221069771531,0.2861312466502103,1.551023790582344,0.0758892629390452,0.0009258934488755,0.0020704346583973,0.9182958340544894,685.0708909551246,2.4679791854995434,0.0751959178313296,0.0013404391372901,0.0029974835624839,1156.101241998873
106,-5.1111123247289115e-08,9.108403726376933e-09,1.861654166907052,0.2396220119324296,0.0498184179631903,0.0736049603688422,0.997180398894264,12.190618638708008,2.7770355670427143,0.3535403171739711,0.0817989987586017,0.114223692676802,21.75888696878805
107,0.1666666255555478,0.3892494912837403,1.396240625180289,0.4879052486828712,0.0558862092024261,0.0434124275965843,0.9886994082884974,10.74621071819501,2.292935564710839,0.3938324311986498,0.0920044687579478,0.1247438165727487,14.1757913939335
108,0.0999999549999929,0.3077935210152246,1.3,0.273861278752583,0.0146666292657736,0.0018257400131337,0.954434002924965,56.149647062687485,2.237435961924647,0.2693701233574105,0.0169980410003183,0.0051676836133087,75.47940136017174
109,-5.4000009030256235e-08,1.3578710427903097e-23,1.5,0.0,0.0288953698709371,0.0307402012595153,0.9992954443621548,26.453446336697056,2.461519820284928,0.0371175206134648,0.0377756240772265,0.0371175206134648,38.70814610325101
110,0.1666666256666604,0.3892494912318394,1.25,0.2886751345948128,0.0933332937599963,0.1778888524774217,0.954434002924965,6.660486948384247,2.061136071359091,0.2470070222044899,0.1432979315658743,0.2705755091747386,7.723084739191596
111,0.1428571066071383,0.3541688166389648,1.0745611564124804,0.1972702773328119,0.0579454895617012,0.0717709531736254,0.9927744539878084,19.41282534671851,2.016195478232169,0.1884193213072187,0.0511401321681196,0.0556795895421892,20.01209189057107
112,0.078142245393761,0.1102984394272974,1.5550359902558393,0.0477233812057686,0.0153752928946183,0.0266308456324149,0.9709505944546688,45.80607464242827,2.5047896015148488,0.0450413732505541,0.0211969831956593,0.0367143778756558,72.36119370865362
113,0.0833332937499943,0.2783249816716723,1.1949875002403854,0.292481250360578,0.1044671408056,0.1768268787981685,0.9860400318404436,11.438191727152647,2.0948215953942,0.3615552563764774,0.0862059366866288,0.1378319474380278,12.862009348431982
114,0.2083332883333279,0.288108775754347,1.584962500721156,0.0,0.0725446128182764,0.0669921816536604,0.9967916319816368,8.70842878621753,2.467291276491668,0.108286801229365,0.1144628562111247,0.108286801229365,12.846959207428132
115,0.1402619840706277,0.3181104703001615,1.1979810920957683,0.3829178832503709,0.0090066531536568,0.0254747711794718,0.9182958340544894,35.82783900134693,2.0906461356909176,0.3239765525987136,0.0256307904593399,0.0724949150000852,45.739919863034174
116,0.215557460215964,0.1973227715457007,1.5720435484209894,0.0177149398352658,0.1011124419128602,0.0974778352070059,0.9744894033980523,5.774385168103383,2.377772230975385,0.1739290604439692,0.1687607208436576,0.1795284614136701,8.315221815610474
117,0.0649665631012369,0.0877468973014825,1.5144116249851347,0.1342965601581161,0.0279300040743569,0.0257347160424484,0.9927744539878084,28.58766620335799,2.4724587092420345,0.1538310233257527,0.0347273697309084,0.0294939542246122,42.60858990242677
118,0.1127082047119129,0.1324820682411237,1.5756603555581346,0.0202051582433586,0.0745186226276103,0.0576561448116513,0.999643749677856,8.65093703604298,2.459750871463397,0.0886817633022615,0.1155532337725928,0.0941248735113057,12.635796282941
119,-5.018182675980089e-08,5.3997248992756325e-09,1.5354752972273344,0.050169646468113,0.0173447699183616,0.002104390732986,0.9837082626231858,42.82512164320206,2.4962132044871668,0.0468850750767467,0.0229703553633533,0.0032845713913663,65.84595309644251
