2251.0,10.0,7.8408,0,1,1,0
956.0,4.0,7.55,0,1,0,1
2130.0,9.0,7.8408,0,1,1,0
1250.0,38.0,7.8408,0,1,1,0
1218.0,35.0,7.8408,0,1,0,1
1645.0,8.0,7.8408,0,1,1,0
829.0,16.0,7.55,0,1,0,1
2213.0,9.0,7.8408,0,1,1,0
2734.0,1.0,7.8408,0,1,1,0
1237.0,22.0,7.8408,0,1,1,0
916.0,4.0,7.55,0,1,1,0
2546.0,4.0,7.8408,0,1,1,0
2830.0,16.0,7.8408,0,1,1,0
2860.0,9.0,7.8408,0,1,0,1
2482.0,4.0,7.8408,0,1,1,0
981.0,29.0,7.8408,0,1,1,0
1153.0,34.0,7.8408,0,1,1,0
3031.0,1.0,7.8408,0,1,0,1
1552.0,22.0,7.8408,0,1,1,0
1346.0,16.0,7.8408,0,1,1,0
536.0,16.0,6.8174,0,1,0,1
2491.0,4.0,7.8408,0,1,1,0
2466.0,4.0,7.8408,0,1,1,0
259.0,16.0,4.804,0,1,1,0
378.0,29.0,5.9672,0,1,1,0
2116.0,9.0,7.8408,0,1,1,0
786.0,9.0,7.55,0,1,1,0
1229.0,29.0,7.8408,0,1,1,0
1491.0,20.0,7.8408,0,1,1,0
1621.0,12.0,7.8408,0,1,1,0
2212.0,9.0,7.8408,0,1,1,0
1945.0,11.0,7.8408,0,1,1,0
2735.0,1.0,7.8408,0,1,1,0
154.0,25.0,3.8672,1,0,1,0
288.0,34.0,5.0304,0,1,1,0
1547.0,18.0,7.8408,0,1,1,0
824.0,16.0,7.55,0,1,1,0
2605.0,8.0,7.8408,0,1,1,0
421.0,13.0,5.9672,0,1,1,0
2140.0,9.0,7.8408,0,1,1,0
943.0,9.0,7.55,0,1,0,1
2034.0,11.0,7.8408,0,1,1,0
2827.0,10.0,7.8408,0,1,0,1
2446.0,5.0,7.8408,0,1,1,0
1863.0,8.0,7.8408,0,1,1,0
1844.0,13.0,7.8408,0,1,1,0
1171.0,10.0,7.8408,0,1,1,0
2791.0,13.0,7.8408,1,0,0,1
195.0,29.0,4.0936,0,1,1,0
2572.0,1.0,7.8408,0,1,1,0
2880.0,9.0,7.8408,0,1,0,1
1920.0,20.0,7.8408,0,1,1,0
1432.0,25.0,7.8408,0,1,0,1
1318.0,13.0,7.8408,0,1,1,0
731.0,20.0,7.55,0,1,1,0
1712.0,1.0,7.8408,0,1,0,1
872.0,9.0,7.55,0,1,1,0
2178.0,9.0,7.8408,0,1,1,0
896.0,5.0,7.55,0,1,1,0
2795.0,13.0,7.8408,0,1,0,1
2110.0,4.0,7.8408,0,1,1,0
2163.0,9.0,7.8408,0,1,1,0
2051.0,5.0,7.8408,0,1,0,1
379.0,34.0,5.9672,0,1,1,0
534.0,19.0,6.8174,0,1,0,1
113.0,29.0,2.9304,1,0,1,0
2695.0,3.0,7.8408,0,1,1,0
568.0,34.0,6.904,0,1,1,0
1761.0,9.0,7.8408,0,1,1,0
2995.0,4.0,7.8408,0,1,0,1
2031.0,10.0,7.8408,0,1,1,0
2029.0,10.0,7.8408,0,1,1,0
304.0,11.0,5.2346,0,1,1,0
2706.0,1.0,7.8408,0,1,1,0
2040.0,11.0,7.8408,0,1,1,0
548.0,10.0,6.8174,0,1,1,0
553.0,50.0,6.904,0,1,1,0
217.0,25.0,4.6196,0,1,0,1
2911.0,9.0,7.8408,0,1,0,1
1723.0,14.0,7.8408,0,1,1,0
1746.0,8.0,7.8408,0,1,1,0
1548.0,25.0,7.8408,0,1,1,0
489.0,9.0,6.3756,0,1,0,1
132.0,29.0,3.2212,0,1,1,0
2588.0,4.0,7.8408,0,1,1,0
1101.0,13.0,7.8408,1,0,1,0
331.0,13.0,5.6764,0,1,1,0
3002.0,1.0,7.8408,0,1,0,1
640.0,16.0,6.904,0,1,1,0
2282.0,10.0,7.8408,0,1,1,0
2231.0,9.0,7.8408,0,1,1,0
393.0,25.0,5.9672,1,0,0,1
727.0,3.0,7.1082,0,1,0,1
2401.0,5.0,7.8408,0,1,1,0
2076.0,9.0,7.8408,0,1,1,0
2158.0,9.0,7.8408,0,1,1,0
352.0,25.0,5.8806,1,0,1,0
2133.0,9.0,7.8408,0,1,1,0
667.0,34.0,7.1082,0,1,1,0
993.0,27.0,7.8408,0,1,1,0
915.0,4.0,7.55,0,1,1,0
1055.0,16.0,7.8408,0,1,1,0
204.0,27.0,4.2112,0,1,1,0
2307.0,9.0,7.8408,0,1,0,1
2018.0,10.0,7.8408,0,1,1,0
2514.0,8.0,7.8408,0,1,1,0
1603.0,17.0,7.8408,0,1,1,0
1397.0,22.0,7.8408,0,1,1,0
1458.0,20.0,7.8408,0,1,1,0
684.0,22.0,7.1082,0,1,1,0
878.0,9.0,7.55,0,1,1,0
2771.0,18.0,7.8408,0,1,0,1
211.0,25.0,4.4488,1,0,0,1
754.0,9.0,7.55,0,1,1,0
937.0,13.0,7.55,0,1,0,1
2823.0,10.0,7.8408,0,1,0,1
314.0,18.0,5.3856,0,1,1,0
2050.0,5.0,7.8408,0,1,0,1
1221.0,20.0,7.8408,0,1,1,0
2097.0,9.0,7.8408,0,1,1,0
560.0,38.0,6.904,0,1,1,0
858.0,13.0,7.55,0,1,1,0
1924.0,13.0,7.8408,0,1,0,1
604.0,20.0,6.904,0,1,1,0
1654.0,6.0,7.8408,0,1,1,0
1816.0,14.0,7.8408,0,1,1,0
930.0,2.0,7.55,0,1,1,0
2080.0,10.0,7.8408,0,1,1,0
201.0,13.0,4.0936,0,1,1,0
2323.0,8.0,7.8408,0,1,1,0
524.0,17.0,6.6776,0,1,1,0
2159.0,9.0,7.8408,0,1,1,0
2577.0,4.0,7.8408,0,1,1,0
1213.0,5.0,7.8408,0,1,1,0
1196.0,5.0,7.8408,0,1,1,0
1474.0,20.0,7.8408,0,1,1,0
3003.0,4.0,7.8408,0,1,0,1
1421.0,22.0,7.8408,0,1,1,0
2167.0,9.0,7.8408,0,1,1,0
2425.0,4.0,7.8408,0,1,1,0
282.0,29.0,5.0304,1,0,1,0
2071.0,5.0,7.8408,0,1,1,0
1222.0,38.0,7.8408,0,1,1,0
1561.0,17.0,7.8408,0,1,1,0
82.0,50.0,2.1978,0,1,1,0
1470.0,13.0,7.8408,0,1,1,0
1466.0,20.0,7.8408,0,1,1,0
1120.0,11.0,7.8408,0,1,1,0
1995.0,9.0,7.8408,0,1,1,0
1709.0,14.0,7.8408,0,1,0,1
717.0,10.0,7.1082,0,1,0,1
3052.0,1.0,7.8408,0,1,0,1
3077.0,1.0,7.8408,0,1,0,1
1758.0,14.0,7.8408,0,1,1,0
1112.0,34.0,7.8408,0,1,1,0
2477.0,4.0,7.8408,0,1,1,0
576.0,27.0,6.904,0,1,1,0
1490.0,20.0,7.8408,0,1,1,0
1317.0,2.0,7.8408,0,1,0,1
3086.0,1.0,7.8408,0,1,0,1
120.0,25.0,2.9304,1,0,1,0
376.0,29.0,5.9672,0,1,1,0
3042.0,2.0,7.8408,0,1,0,1
387.0,20.0,5.9672,0,1,1,0
2180.0,4.0,7.8408,0,1,1,0
253.0,26.0,4.804,0,1,1,0
2290.0,9.0,7.8408,0,1,0,1
336.0,13.0,5.7408,0,1,1,0
2987.0,9.0,7.8408,0,1,0,1
947.0,9.0,7.55,0,1,0,1
2884.0,9.0,7.8408,0,1,0,1
2001.0,10.0,7.8408,0,1,1,0
1328.0,16.0,7.8408,0,1,1,0
55.0,75.0,1.4652,1,0,1,0
936.0,13.0,7.55,0,1,0,1
174.0,27.0,3.8672,0,1,1,0
141.0,34.0,3.512,1,0,1,0
2789.0,10.0,7.8408,0,1,0,1
2052.0,10.0,7.8408,0,1,0,1
1581.0,13.0,7.8408,0,1,1,0
1063.0,25.0,7.8408,0,1,0,1
436.0,29.0,6.0848,1,0,1,0
1097.0,13.0,7.8408,0,1,1,0
830.0,9.0,7.55,0,1,0,1
1455.0,1.0,7.8408,0,1,1,0
1504.0,10.0,7.8408,0,1,1,0
1413.0,29.0,7.8408,0,1,1,0
3010.0,4.0,7.8408,0,1,0,1
525.0,10.0,6.6776,0,1,1,0
1033.0,43.0,7.8408,1,0,1,0
2548.0,4.0,7.8408,0,1,1,0
3088.0,1.0,7.8408,0,1,0,1
513.0,9.0,6.6132,0,1,1,0
2712.0,1.0,7.8408,0,1,1,0
2790.0,13.0,7.8408,0,1,0,1
1813.0,13.0,7.8408,0,1,1,0
1668.0,16.0,7.8408,0,1,1,0
2062.0,9.0,7.8408,0,1,1,0
1527.0,18.0,7.8408,0,1,1,0
2992.0,4.0,7.8408,0,1,0,1
2536.0,1.0,7.8408,0,1,1,0
2268.0,9.0,7.8408,0,1,1,0
1093.0,13.0,7.8408,0,1,1,0
1730.0,14.0,7.8408,0,1,1,0
360.0,50.0,5.9672,0,1,1,0
2061.0,8.0,7.8408,0,1,1,0
1808.0,4.0,7.8408,0,1,1,0
719.0,18.0,7.1082,0,1,0,1
172.0,29.0,3.8672,0,1,1,0
1956.0,10.0,7.8408,0,1,1,0
1893.0,13.0,7.8408,0,1,1,0
2314.0,6.0,7.8408,0,1,1,0
2962.0,1.0,7.8408,0,1,0,1
